# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.005569 -0.000598 0.000221 0.000752 -0.005945
0.020000 -0.022271 -0.002396 0.000881 0.003011 -0.023767
0.030000 -0.050085 -0.005410 0.001976 0.006776 -0.053426
0.040000 -0.088975 -0.009667 0.003497 0.012049 -0.094854
0.050000 -0.138896 -0.015203 0.005431 0.018835 -0.147959
0.060000 -0.199787 -0.022062 0.007763 0.027137 -0.212624
0.070000 -0.271573 -0.030302 0.010473 0.036960 -0.288705
0.080000 -0.354170 -0.039986 0.013540 0.048314 -0.376038
0.090000 -0.447479 -0.051185 0.016937 0.061207 -0.474438
0.100000 -0.551391 -0.063980 0.020635 0.075652 -0.583698
0.110000 -0.665786 -0.078458 0.024603 0.091664 -0.703594
0.120000 -0.790532 -0.094712 0.028804 0.109261 -0.833885
0.130000 -0.925489 -0.112840 0.033200 0.128464 -0.974314
0.140000 -1.070505 -0.132946 0.037751 0.149300 -1.124610
0.150000 -1.225423 -0.155139 0.042411 0.171797 -1.284491
0.160000 -1.390073 -0.179531 0.047134 0.195988 -1.453665
0.170000 -1.564281 -0.206236 0.051870 0.221912 -1.631827
0.180000 -1.747863 -0.235372 0.056567 0.249610 -1.818668
0.190000 -1.940630 -0.267060 0.061170 0.279128 -2.013869
0.200000 -2.142387 -0.301420 0.065622 0.310518 -2.217107
0.210000 -2.352932 -0.338575 0.069864 0.343833 -2.428054
0.220000 -2.572058 -0.378649 0.073835 0.379133 -2.646377
0.230000 -2.799553 -0.421764 0.077471 0.416482 -2.871742
0.240000 -3.035203 -0.468045 0.080709 0.455945 -3.103811
0.250000 -3.278786 -0.517612 0.083480 0.497593 -3.342247
0.260000 -3.530080 -0.570588 0.085718 0.541501 -3.586710
0.270000 -3.788858 -0.627093 0.087354 0.587742 -3.836862
0.280000 -4.054890 -0.687243 0.088319 0.636397 -4.092363
0.290000 -4.327947 -0.751156 0.088543 0.687545 -4.352879
0.300000 -4.607792 -0.818942 0.087955 0.741267 -4.618072
0.310000 -4.894193 -0.890712 0.086487 0.797643 -4.887612
0.320000 -5.186912 -0.966570 0.084070 0.856756 -5.161168
0.330000 -5.485713 -1.046618 0.080637 0.918683 -5.438414
0.340000 -5.790357 -1.130952 0.076121 0.983502 -5.719028
0.350000 -6.100607 -1.219664 0.070461 1.051286 -6.002691
0.360000 -6.416226 -1.312838 0.063597 1.122103 -6.289088
0.370000 -6.736977 -1.410554 0.055473 1.196016 -6.577911
0.380000 -7.062624 -1.512885 0.046038 1.273078 -6.868854
0.390000 -7.392932 -1.619896 0.035247 1.353334 -7.161617
0.400000 -7.727670 -1.731646 0.023061 1.436819 -7.455905
