# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.014939 -0.004395 -0.000734 0.010250 -0.020060
0.020000 -0.059708 -0.017602 -0.002956 0.040984 -0.080134
0.030000 -0.134158 -0.039683 -0.006725 0.092155 -0.179905
0.040000 -0.238048 -0.070745 -0.012140 0.163691 -0.318853
0.050000 -0.371038 -0.110931 -0.019338 0.255494 -0.496264
0.060000 -0.532704 -0.160419 -0.028497 0.367454 -0.711241
0.070000 -0.722530 -0.219422 -0.039834 0.499452 -0.962725
0.080000 -0.939921 -0.288179 -0.053602 0.651371 -1.249511
0.090000 -1.184206 -0.366952 -0.070094 0.823103 -1.570263
0.100000 -1.454646 -0.456023 -0.089640 1.014557 -1.923540
0.110000 -1.750432 -0.555688 -0.112604 1.225666 -2.307807
0.120000 -2.070703 -0.666252 -0.139383 1.456395 -2.721463
0.130000 -2.414541 -0.788024 -0.170408 1.706738 -3.162847
0.140000 -2.780983 -0.921314 -0.206137 1.976731 -3.630264
0.150000 -3.169028 -1.066426 -0.247055 2.266445 -4.121992
0.160000 -3.577638 -1.223655 -0.293669 2.575989 -4.636303
0.170000 -4.005746 -1.393283 -0.346504 2.905509 -5.171467
0.180000 -4.452263 -1.575573 -0.406099 3.255183 -5.725772
0.190000 -4.916081 -1.770764 -0.473001 3.625211 -6.297528
0.200000 -5.396082 -1.979066 -0.547754 4.015814 -6.885077
0.210000 -5.891139 -2.200654 -0.630895 4.427213 -7.486804
0.220000 -6.400125 -2.435664 -0.722941 4.859616 -8.101136
0.230000 -6.921916 -2.684189 -0.824378 5.313203 -8.726552
0.240000 -7.455399 -2.946271 -0.935650 5.788102 -9.361580
0.250000 -7.999474 -3.221899 -1.057143 6.284363 -10.004795
0.260000 -8.553061 -3.511007 -1.189172 6.801939 -10.654822
0.270000 -9.115104 -3.813469 -1.331966 7.340653 -11.310323
0.280000 -9.684575 -4.129100 -1.485652 7.900174 -11.969998
0.290000 -10.260480 -4.457656 -1.650240 8.479986 -12.632569
0.300000 -10.841859 -4.798833 -1.825609 9.079357 -13.296775
0.310000 -11.427793 -5.152267 -2.011487 9.697313 -13.961353
0.320000 -12.017405 -5.517543 -2.207440 10.332602 -14.625024
0.330000 -12.609863 -5.894193 -2.412856 10.983666 -15.286480
0.340000 -13.204381 -6.281706 -2.626935 11.648612 -15.944352
0.350000 -13.800219 -6.679532 -2.848677 12.325186 -16.597197
0.360000 -14.396684 -7.087090 -3.076873 13.010749 -17.243470
0.370000 -14.993133 -7.503784 -3.310106 13.702257 -17.881500
0.380000 -15.588964 -7.929008 -3.546749 14.396255 -18.509461
0.390000 -16.183621 -8.362161 -3.784976 15.088870 -19.125354
0.400000 -16.776584 -8.802662 -4.022767 15.775828 -19.726983
