# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.016790 -0.005566 -0.001428 0.013979 -0.023774
0.020000 -0.067097 -0.022288 -0.005740 0.055890 -0.094958
0.030000 -0.150734 -0.050235 -0.013015 0.125661 -0.213144
0.040000 -0.267392 -0.089520 -0.023385 0.223172 -0.377660
0.050000 -0.416646 -0.140297 -0.037036 0.348271 -0.587584
0.060000 -0.597952 -0.202759 -0.054206 0.500779 -0.841767
0.070000 -0.810663 -0.277131 -0.075187 0.680504 -1.138849
0.080000 -1.054027 -0.363666 -0.100321 0.887249 -1.477290
0.090000 -1.327199 -0.462639 -0.130002 1.120832 -1.855389
0.100000 -1.629247 -0.574342 -0.164673 1.381087 -2.271319
0.110000 -1.959160 -0.699077 -0.204823 1.667882 -2.723142
0.120000 -2.315857 -0.837149 -0.250985 1.981120 -3.208843
0.130000 -2.698197 -0.988865 -0.303734 2.320747 -3.726345
0.140000 -3.104980 -1.154521 -0.363680 2.686758 -4.273537
0.150000 -3.534963 -1.334402 -0.431464 3.079190 -4.848288
0.160000 -3.986865 -1.528774 -0.507755 3.498131 -5.448467
0.170000 -4.459372 -1.737878 -0.593238 3.943708 -6.071964
0.180000 -4.951148 -1.961923 -0.688610 4.416081 -6.716696
0.190000 -5.460843 -2.201082 -0.794566 4.915434 -7.380628
0.200000 -5.987097 -2.455481 -0.911788 5.441953 -8.061781
0.210000 -6.528552 -2.725194 -1.040928 5.995806 -8.758236
0.220000 -7.083855 -3.010238 -1.182589 6.577116 -9.468143
0.230000 -7.651670 -3.310565 -1.337313 7.185924 -10.189716
0.240000 -8.230683 -3.626057 -1.505550 7.822159 -10.921234
0.250000 -8.819606 -3.956525 -1.687647 8.485598 -11.661032
0.260000 -9.417189 -4.301702 -1.883819 9.175823 -12.407491
0.270000 -10.022222 -4.661251 -2.094130 9.892187 -13.159029
0.280000 -10.633541 -5.034757 -2.318471 10.633771 -13.914083
0.290000 -11.250031 -5.421735 -2.556541 11.399341 -14.671095
0.300000 -11.870635 -5.821633 -2.807820 12.187309 -15.428490
0.310000 -12.494352 -6.233837 -3.071559 12.995693 -16.184650
0.320000 -13.120242 -6.657674 -3.346752 13.822077 -16.937893
0.330000 -13.747427 -7.092429 -3.632128 14.663570 -17.686439
0.340000 -14.375090 -7.537349 -3.926136 15.516773 -18.428377
0.350000 -15.002478 -7.991657 -4.226941 16.377751 -19.161631
0.360000 -15.628898 -8.454568 -4.532420 17.242012 -19.883922
0.370000 -16.253710 -8.925304 -4.840172 18.104502 -20.592736
0.380000 -16.876331 -9.403115 -5.147534 18.959610 -21.285291
0.390000 -17.496220 -9.887295 -5.451606 19.801194 -21.958513
0.400000 -18.112879 -10.377203 -5.749284 20.622625 -22.609018
