# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.017137 -0.005801 -0.001589 0.014771 -0.024517
0.020000 -0.068482 -0.023229 -0.006385 0.059055 -0.097923
0.030000 -0.153842 -0.052353 -0.014471 0.132774 -0.219791
0.040000 -0.272893 -0.093287 -0.025987 0.235799 -0.389417
0.050000 -0.425190 -0.146188 -0.041129 0.367965 -0.605839
0.060000 -0.610171 -0.211248 -0.060146 0.529076 -0.867854
0.070000 -0.827157 -0.288693 -0.083347 0.718924 -1.174041
0.080000 -1.075367 -0.378779 -0.111092 0.937295 -1.522792
0.090000 -1.353920 -0.481781 -0.143796 1.183988 -1.912332
0.100000 -1.661846 -0.597989 -0.181924 1.458821 -2.340754
0.110000 -1.998095 -0.727705 -0.225994 1.761645 -2.806041
0.120000 -2.361540 -0.871232 -0.276565 2.092350 -3.306092
0.130000 -2.750994 -1.028872 -0.334241 2.450868 -3.838750
0.140000 -3.165214 -1.200916 -0.399663 2.837182 -4.401816
0.150000 -3.602907 -1.387641 -0.473506 3.251321 -4.993080
0.160000 -4.062743 -1.589304 -0.556468 3.693362 -5.610334
0.170000 -4.543362 -1.806134 -0.649268 4.163426 -6.251387
0.180000 -5.043379 -2.038325 -0.752632 4.661667 -6.914089
0.190000 -5.561395 -2.286032 -0.867284 5.188257 -7.596337
0.200000 -6.096007 -2.549359 -0.993930 5.743371 -8.296088
0.210000 -6.645809 -2.828357 -1.133241 6.327157 -9.011368
0.220000 -7.209409 -3.123013 -1.285833 6.939708 -9.740271
0.230000 -7.785430 -3.433246 -1.452250 7.581028 -10.480962
0.240000 -8.372520 -3.758900 -1.632935 8.250986 -11.231670
0.250000 -8.969359 -4.099745 -1.828215 8.949283 -11.990681
0.260000 -9.574666 -4.455473 -2.038271 9.675405 -12.756328
0.270000 -10.187204 -4.825697 -2.263118 10.428583 -13.526973
0.280000 -10.805787 -5.209954 -2.502583 11.207746 -14.300996
0.290000 -11.429283 -5.607710 -2.756281 12.011484 -15.076776
0.300000 -12.056617 -6.018360 -3.023594 12.837999 -15.852661
0.310000 -12.686778 -6.441238 -3.303651 13.685066 -16.626954
0.320000 -13.318818 -6.875625 -3.595311 14.549991 -17.397873
0.330000 -13.951854 -7.320755 -3.897143 15.429571 -18.163527
0.340000 -14.585070 -7.775830 -4.207423 16.320056 -18.921872
0.350000 -15.217713 -8.240033 -4.524122 17.217125 -19.670683
0.360000 -15.849092 -8.712545 -4.844909 18.115865 -20.407504
0.370000 -16.478575 -9.192558 -5.167165 19.010770 -21.129621
0.380000 -17.105581 -9.679304 -5.488001 19.895751 -21.834027
0.390000 -17.729578 -10.172067 -5.804285 20.764173 -22.517399
0.400000 -18.350069 -10.670206 -6.112687 21.608903 -23.176079
