# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.002942 -0.000165 0.000134 0.000063 -0.002973
0.020000 -0.011765 -0.000662 0.000534 0.000250 -0.011888
0.030000 -0.026465 -0.001495 0.001200 0.000564 -0.026734
0.040000 -0.047031 -0.002674 0.002130 0.001005 -0.047492
0.050000 -0.073449 -0.004210 0.003321 0.001576 -0.074137
0.060000 -0.105704 -0.006117 0.004770 0.002281 -0.106637
0.070000 -0.143772 -0.008414 0.006471 0.003122 -0.144951
0.080000 -0.187631 -0.011122 0.008419 0.004104 -0.189033
0.090000 -0.237253 -0.014265 0.010610 0.005233 -0.238830
0.100000 -0.292605 -0.017869 0.013035 0.006513 -0.294284
0.110000 -0.353651 -0.021964 0.015688 0.007953 -0.355329
0.120000 -0.420355 -0.026581 0.018560 0.009560 -0.421894
0.130000 -0.492675 -0.031755 0.021643 0.011342 -0.493905
0.140000 -0.570566 -0.037521 0.024926 0.013309 -0.571279
0.150000 -0.653980 -0.043919 0.028399 0.015471 -0.653932
0.160000 -0.742868 -0.050988 0.032052 0.017840 -0.741772
0.170000 -0.837175 -0.058769 0.035873 0.020428 -0.834707
0.180000 -0.936847 -0.067307 0.039848 0.023250 -0.932638
0.190000 -1.041825 -0.076645 0.043966 0.026318 -1.035464
0.200000 -1.152048 -0.086829 0.048212 0.029650 -1.143081
0.210000 -1.267455 -0.097908 0.052572 0.033262 -1.255381
0.220000 -1.387979 -0.109927 0.057032 0.037171 -1.372255
0.230000 -1.513554 -0.122936 0.061575 0.041397 -1.493590
0.240000 -1.644111 -0.136984 0.066187 0.045959 -1.619273
0.250000 -1.779579 -0.152121 0.070850 0.050879 -1.749186
0.260000 -1.919886 -0.168399 0.075548 0.056177 -1.883213
0.270000 -2.064958 -0.185866 0.080263 0.061879 -2.021233
0.280000 -2.214719 -0.204575 0.084977 0.068006 -2.163126
0.290000 -2.369092 -0.224577 0.089671 0.074585 -2.308771
0.300000 -2.528000 -0.245924 0.094328 0.081641 -2.458045
0.310000 -2.691362 -0.268665 0.098927 0.089200 -2.610824
0.320000 -2.859099 -0.292854 0.103450 0.097291 -2.766985
0.330000 -3.031127 -0.318542 0.107876 0.105941 -2.926402
0.340000 -3.207366 -0.345778 0.112186 0.115178 -3.088951
0.350000 -3.387730 -0.374614 0.116358 0.125033 -3.254507
0.360000 -3.572136 -0.405101 0.120373 0.135535 -3.422944
0.370000 -3.760499 -0.437288 0.124210 0.146715 -3.594136
0.380000 -3.952732 -0.471223 0.127848 0.158602 -3.767959
0.390000 -4.148750 -0.506957 0.131267 0.171227 -3.944288
0.400000 -4.348465 -0.544535 0.134446 0.184621 -4.122997
