# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.012771 -0.003428 -0.000702 0.008255 -0.016895
0.020000 -0.051049 -0.013728 -0.002816 0.032998 -0.067503
0.030000 -0.114734 -0.030946 -0.006370 0.074173 -0.151592
0.040000 -0.203656 -0.055157 -0.011404 0.131682 -0.268777
0.050000 -0.317581 -0.086466 -0.017981 0.205394 -0.418527
0.060000 -0.456210 -0.125008 -0.026176 0.295144 -0.600170
0.070000 -0.619182 -0.170939 -0.036083 0.400737 -0.812898
0.080000 -0.806076 -0.224440 -0.047812 0.521953 -1.055777
0.090000 -1.016414 -0.285716 -0.061490 0.658552 -1.327761
0.100000 -1.249661 -0.354985 -0.077256 0.810275 -1.627695
0.110000 -1.505234 -0.432485 -0.095268 0.976854 -1.954334
0.120000 -1.782500 -0.518463 -0.115696 1.158012 -2.306352
0.130000 -2.080783 -0.613177 -0.138725 1.353473 -2.682354
0.140000 -2.399368 -0.716889 -0.164551 1.562963 -3.080891
0.150000 -2.737501 -0.829863 -0.193383 1.786216 -3.500471
0.160000 -3.094398 -0.952362 -0.225438 2.022974 -3.939571
0.170000 -3.469247 -1.084645 -0.260944 2.272993 -4.396651
0.180000 -3.861211 -1.226961 -0.300133 2.536042 -4.870160
0.190000 -4.269434 -1.379547 -0.343240 2.811905 -5.358552
0.200000 -4.693044 -1.542629 -0.390502 3.100377 -5.860291
0.210000 -5.131158 -1.716411 -0.442153 3.401264 -6.373858
0.220000 -5.582884 -1.901080 -0.498421 3.714375 -6.897758
0.230000 -6.047327 -2.096799 -0.559522 4.039520 -7.430526
0.240000 -6.523588 -2.303706 -0.625657 4.376502 -7.970727
0.250000 -7.010775 -2.521914 -0.697008 4.725105 -8.516959
0.260000 -7.507998 -2.751505 -0.773728 5.085087 -9.067852
0.270000 -8.014377 -2.992536 -0.855939 5.456166 -9.622068
0.280000 -8.529041 -3.245031 -0.943723 5.838007 -10.178294
0.290000 -9.051135 -3.508986 -1.037116 6.230209 -10.735242
0.300000 -9.579817 -3.784364 -1.136103 6.632287 -11.291636
0.310000 -10.114263 -4.071103 -1.240606 7.043657 -11.846211
0.320000 -10.653665 -4.369108 -1.350479 7.463620 -12.397698
0.330000 -11.197240 -4.678260 -1.465505 7.891344 -12.944819
0.340000 -11.744219 -4.998413 -1.585385 8.325851 -13.486273
0.350000 -12.293859 -5.329401 -1.709734 8.765999 -14.020724
0.360000 -12.845436 -5.671035 -1.838078 9.210469 -14.546793
0.370000 -13.398246 -6.023114 -1.969849 9.657759 -15.063042
0.380000 -13.951608 -6.385421 -2.104387 10.106169 -15.567969
0.390000 -14.504859 -6.757734 -2.240936 10.553804 -16.059992
0.400000 -15.057354 -7.139826 -2.378652 10.998565 -16.537441
