# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.018713 -0.007419 -0.003769 0.022363 -0.029888
0.020000 -0.074777 -0.029694 -0.015100 0.089391 -0.119375
0.030000 -0.167974 -0.066880 -0.034065 0.200899 -0.267929
0.040000 -0.297938 -0.119065 -0.060787 0.356590 -0.474676
0.050000 -0.464164 -0.186372 -0.095435 0.556053 -0.738410
0.060000 -0.666008 -0.268951 -0.138228 0.798779 -1.057609
0.070000 -0.902697 -0.366978 -0.189430 1.084176 -1.430465
0.080000 -1.173333 -0.480649 -0.249357 1.411575 -1.854902
0.090000 -1.476897 -0.610174 -0.318367 1.780256 -2.328612
0.100000 -1.812266 -0.755775 -0.396864 2.189456 -2.849083
0.110000 -2.178215 -0.917673 -0.485297 2.638390 -3.413635
0.120000 -2.573429 -1.096087 -0.584151 3.126265 -4.019455
0.130000 -2.996512 -1.291221 -0.693948 3.652285 -4.663629
0.140000 -3.446003 -1.503261 -0.815235 4.215668 -5.343174
0.150000 -3.920380 -1.732367 -0.948581 4.815641 -6.055072
0.160000 -4.418075 -1.978659 -1.094559 5.451440 -6.796296
0.170000 -4.937485 -2.242218 -1.253738 6.122301 -7.563830
0.180000 -5.476983 -2.523071 -1.426663 6.827441 -8.354690
0.190000 -6.034930 -2.821189 -1.613840 7.566037 -9.165938
0.200000 -6.609682 -3.136479 -1.815712 8.337195 -9.994687
0.210000 -7.199605 -3.468779 -2.032640 9.139918 -10.838104
0.220000 -7.803079 -3.817856 -2.264877 9.973060 -11.693405
0.230000 -8.418510 -4.183405 -2.512545 10.835290 -12.557850
0.240000 -9.044340 -4.565044 -2.775610 11.725038 -13.428724
0.250000 -9.679045 -4.962320 -3.053855 12.640452 -14.303321
0.260000 -10.321151 -5.374713 -3.346861 13.579345 -15.178923
0.270000 -10.969232 -5.801634 -3.653977 14.539151 -16.052772
0.280000 -11.621917 -6.242442 -3.974305 15.516872 -16.922043
0.290000 -12.277890 -6.696442 -4.306680 16.509042 -17.783811
0.300000 -12.935892 -7.162902 -4.649653 17.511686 -18.635023
0.310000 -13.594723 -7.641063 -5.001487 18.520293 -19.472466
0.320000 -14.253239 -8.130147 -5.360151 19.529797 -20.292738
0.330000 -14.910349 -8.629374 -5.723327 20.534572 -21.092220
0.340000 -15.565013 -9.137975 -6.088418 21.528439 -21.867059
0.350000 -16.216241 -9.655205 -6.452575 22.504691 -22.613153
0.360000 -16.863081 -10.180353 -6.812721 23.456134 -23.326141
0.370000 -17.504616 -10.712761 -7.165595 24.375149 -24.001409
0.380000 -18.139961 -11.251829 -7.507798 25.253763 -24.634096
0.390000 -18.768248 -11.797029 -7.835848 26.083754 -25.219125
0.400000 -19.388627 -12.347912 -8.146243 26.856760 -25.751232
