# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.001925 -0.000075 0.000050 0.000050 -0.001950
0.020000 -0.007699 -0.000302 0.000200 0.000201 -0.007799
0.030000 -0.017320 -0.000682 0.000450 0.000453 -0.017540
0.040000 -0.030783 -0.001219 0.000799 0.000805 -0.031167
0.050000 -0.048082 -0.001919 0.001247 0.001256 -0.048667
0.060000 -0.069211 -0.002788 0.001793 0.001808 -0.070025
0.070000 -0.094159 -0.003833 0.002437 0.002459 -0.095222
0.080000 -0.122917 -0.005065 0.003177 0.003209 -0.124238
0.090000 -0.155471 -0.006495 0.004012 0.004058 -0.157046
0.100000 -0.191809 -0.008135 0.004943 0.005004 -0.193620
0.110000 -0.231913 -0.009998 0.005965 0.006047 -0.233928
0.120000 -0.275768 -0.012099 0.007080 0.007187 -0.277936
0.130000 -0.323354 -0.014454 0.008285 0.008423 -0.325608
0.140000 -0.374652 -0.017081 0.009577 0.009754 -0.376903
0.150000 -0.429640 -0.019997 0.010957 0.011179 -0.431779
0.160000 -0.488295 -0.023222 0.012421 0.012697 -0.490191
0.170000 -0.550592 -0.026777 0.013968 0.014308 -0.552091
0.180000 -0.616507 -0.030684 0.015596 0.016009 -0.617429
0.190000 -0.686011 -0.034963 0.017303 0.017801 -0.686152
0.200000 -0.759076 -0.039640 0.019087 0.019682 -0.758205
0.210000 -0.835673 -0.044737 0.020945 0.021652 -0.833533
0.220000 -0.915772 -0.050280 0.022875 0.023708 -0.912075
0.230000 -0.999339 -0.056293 0.024876 0.025850 -0.993771
0.240000 -1.086343 -0.062804 0.026944 0.028076 -1.078558
0.250000 -1.176748 -0.069838 0.029077 0.030385 -1.166373
0.260000 -1.270519 -0.077422 0.031274 0.032777 -1.257147
0.270000 -1.367621 -0.085585 0.033531 0.035248 -1.350816
0.280000 -1.468017 -0.094353 0.035847 0.037799 -1.447309
0.290000 -1.571667 -0.103755 0.038220 0.040427 -1.546558
0.300000 -1.678534 -0.113820 0.040646 0.043130 -1.648490
0.310000 -1.788577 -0.124575 0.043125 0.045908 -1.753034
0.320000 -1.901757 -0.136050 0.045653 0.048758 -1.860118
0.330000 -2.018031 -0.148273 0.048229 0.051679 -1.969666
0.340000 -2.137358 -0.161272 0.050851 0.054668 -2.081605
0.350000 -2.259695 -0.175076 0.053516 0.057724 -2.195859
0.360000 -2.385000 -0.189714 0.056225 0.060844 -2.312354
0.370000 -2.513229 -0.205215 0.058973 0.064025 -2.431012
0.380000 -2.644337 -0.221606 0.061761 0.067267 -2.551759
0.390000 -2.778280 -0.238915 0.064586 0.070565 -2.674516
0.400000 -2.915012 -0.257170 0.067448 0.073917 -2.799208
