# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.008760 -0.001599 -0.000042 0.003279 -0.010398
0.020000 -0.035024 -0.006406 -0.000170 0.013110 -0.041557
0.030000 -0.078742 -0.014450 -0.000395 0.029473 -0.093369
0.040000 -0.139835 -0.025778 -0.000733 0.052335 -0.165659
0.050000 -0.218192 -0.040457 -0.001204 0.081651 -0.258182
0.060000 -0.313667 -0.058571 -0.001838 0.117366 -0.370625
0.070000 -0.426090 -0.080220 -0.002668 0.159412 -0.502613
0.080000 -0.555256 -0.105522 -0.003735 0.207712 -0.653711
0.090000 -0.700936 -0.134610 -0.005085 0.262183 -0.823423
0.100000 -0.862869 -0.167628 -0.006768 0.322731 -1.011204
0.110000 -1.040772 -0.204734 -0.008840 0.389259 -1.216457
0.120000 -1.234335 -0.246098 -0.011363 0.461666 -1.438540
0.130000 -1.443226 -0.291897 -0.014404 0.539846 -1.676772
0.140000 -1.667090 -0.342317 -0.018031 0.623695 -1.930437
0.150000 -1.905552 -0.397550 -0.022320 0.713106 -2.198789
0.160000 -2.158219 -0.457793 -0.027348 0.807978 -2.481056
0.170000 -2.424679 -0.523246 -0.033196 0.908207 -2.776445
0.180000 -2.704508 -0.594108 -0.039948 1.013697 -3.084148
0.190000 -2.997264 -0.670582 -0.047690 1.124356 -3.403347
0.200000 -3.302496 -0.752867 -0.056510 1.240095 -3.733215
0.210000 -3.619742 -0.841157 -0.066495 1.360834 -4.072924
0.220000 -3.948530 -0.935644 -0.077736 1.486496 -4.421646
0.230000 -4.288381 -1.036514 -0.090319 1.617008 -4.778557
0.240000 -4.638812 -1.143945 -0.104331 1.752306 -5.142841
0.250000 -4.999332 -1.258107 -0.119858 1.892324 -5.513692
0.260000 -5.369452 -1.379163 -0.136978 2.037002 -5.890313
0.270000 -5.748677 -1.507263 -0.155769 2.186279 -6.271924
0.280000 -6.136515 -1.642548 -0.176299 2.340089 -6.657757
0.290000 -6.532472 -1.785148 -0.198631 2.498365 -7.047058
0.300000 -6.936059 -1.935181 -0.222817 2.661030 -7.439091
0.310000 -7.346787 -2.092752 -0.248899 2.827996 -7.833132
0.320000 -7.764174 -2.257955 -0.276908 2.999159 -8.228470
0.330000 -8.187740 -2.430870 -0.306856 3.174395 -8.624409
0.340000 -8.617012 -2.611566 -0.338743 3.353558 -9.020261
0.350000 -9.051525 -2.800098 -0.372548 3.536470 -9.415348
0.360000 -9.490816 -2.996511 -0.408230 3.722922 -9.808997
0.370000 -9.934434 -3.200837 -0.445726 3.912665 -10.200535
0.380000 -10.381934 -3.413098 -0.484948 4.105404 -10.589293
0.390000 -10.832878 -3.633305 -0.525781 4.300800 -10.974592
0.400000 -11.286838 -3.861459 -0.568084 4.498456 -11.355750
