# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.009202 -0.001767 -0.000082 0.003694 -0.011048
0.020000 -0.036791 -0.007077 -0.000331 0.014768 -0.044152
0.030000 -0.082714 -0.015962 -0.000758 0.033201 -0.099194
0.040000 -0.146882 -0.028473 -0.001381 0.058953 -0.175980
0.050000 -0.229171 -0.044680 -0.002225 0.091973 -0.274238
0.060000 -0.329425 -0.064675 -0.003323 0.132197 -0.393624
0.070000 -0.447452 -0.088564 -0.004713 0.179548 -0.533724
0.080000 -0.583031 -0.116472 -0.006440 0.233937 -0.694056
0.090000 -0.735906 -0.148541 -0.008557 0.295267 -0.874075
0.100000 -0.905794 -0.184926 -0.011123 0.363433 -1.073179
0.110000 -1.092382 -0.225794 -0.014200 0.438323 -1.290711
0.120000 -1.295331 -0.271325 -0.017860 0.519821 -1.525967
0.130000 -1.514275 -0.321709 -0.022176 0.607808 -1.778198
0.140000 -1.748827 -0.377141 -0.027231 0.702164 -2.046620
0.150000 -1.998574 -0.437825 -0.033107 0.802770 -2.330413
0.160000 -2.263087 -0.503968 -0.039894 0.909510 -2.628736
0.170000 -2.541917 -0.575780 -0.047686 1.022270 -2.940721
0.180000 -2.834597 -0.653471 -0.056576 1.140941 -3.265490
0.190000 -3.140648 -0.737252 -0.066665 1.265420 -3.602151
0.200000 -3.459576 -0.827329 -0.078052 1.395611 -3.949807
0.210000 -3.790878 -0.923905 -0.090837 1.531422 -4.307559
0.220000 -4.134042 -1.027178 -0.105121 1.672771 -4.674513
0.230000 -4.488545 -1.137338 -0.121006 1.819577 -5.049779
0.240000 -4.853864 -1.254567 -0.138589 1.971768 -5.432476
0.250000 -5.229467 -1.379037 -0.157965 2.129273 -5.821738
0.260000 -5.614822 -1.510911 -0.179225 2.292023 -6.216710
0.270000 -6.009397 -1.650338 -0.202452 2.459948 -6.616554
0.280000 -6.412657 -1.797458 -0.227725 2.632972 -7.020447
0.290000 -6.824071 -1.952395 -0.255109 2.811016 -7.427583
0.300000 -7.243112 -2.115263 -0.284660 2.993986 -7.837175
0.310000 -7.669255 -2.286158 -0.316422 3.181772 -8.248447
0.320000 -8.101980 -2.465167 -0.350419 3.374248 -8.660642
0.330000 -8.540775 -2.652359 -0.386661 3.571257 -9.073012
0.340000 -8.985132 -2.847791 -0.425136 3.772615 -9.484819
0.350000 -9.434552 -3.051506 -0.465810 3.978098 -9.895335
0.360000 -9.888545 -3.263534 -0.508622 4.187443 -10.303832
0.370000 -10.346627 -3.483893 -0.553486 4.400335 -10.709583
0.380000 -10.808325 -3.712587 -0.600285 4.616407 -11.111859
0.390000 -11.273175 -3.949613 -0.648872 4.835230 -11.509920
0.400000 -11.740719 -4.194955 -0.699064 5.056313 -11.903013
