# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.010875 -0.002477 -0.000299 0.005547 -0.013647
0.020000 -0.043477 -0.009921 -0.001200 0.022176 -0.054531
0.030000 -0.097730 -0.022370 -0.002721 0.049849 -0.122488
0.040000 -0.173512 -0.039887 -0.004890 0.088506 -0.217241
0.050000 -0.270652 -0.062562 -0.007746 0.138065 -0.338410
0.060000 -0.388934 -0.090503 -0.011338 0.198419 -0.485511
0.070000 -0.528091 -0.123847 -0.015728 0.269446 -0.657963
0.080000 -0.687818 -0.162745 -0.020986 0.351006 -0.855092
0.090000 -0.867762 -0.207371 -0.027194 0.442943 -1.076140
0.100000 -1.067534 -0.257914 -0.034443 0.545091 -1.320268
0.110000 -1.286702 -0.314577 -0.042833 0.657274 -1.586567
0.120000 -1.524801 -0.377576 -0.052475 0.779313 -1.874064
0.130000 -1.781333 -0.447138 -0.063486 0.911025 -2.181734
0.140000 -2.055765 -0.523496 -0.075993 1.052226 -2.508502
0.150000 -2.347539 -0.606889 -0.090130 1.202737 -2.853256
0.160000 -2.656069 -0.697558 -0.106037 1.362383 -3.214856
0.170000 -2.980748 -0.795745 -0.123861 1.530998 -3.592140
0.180000 -3.320949 -0.901689 -0.143751 1.708423 -3.983931
0.190000 -3.676024 -1.015624 -0.165863 1.894510 -4.389047
0.200000 -4.045314 -1.137777 -0.190353 2.089121 -4.806305
0.210000 -4.428147 -1.268367 -0.217378 2.292127 -5.234528
0.220000 -4.823841 -1.407601 -0.247093 2.503407 -5.672553
0.230000 -5.231707 -1.555673 -0.279652 2.722847 -6.119230
0.240000 -5.651054 -1.712763 -0.315200 2.950336 -6.573427
0.250000 -6.081185 -1.879034 -0.353876 3.185763 -7.034038
0.260000 -6.521408 -2.054632 -0.395810 3.429009 -7.499976
0.270000 -6.971028 -2.239685 -0.441113 3.679949 -7.970179
0.280000 -7.429358 -2.434300 -0.489883 3.938437 -8.443611
0.290000 -7.895715 -2.638567 -0.542196 4.204304 -8.919255
0.300000 -8.369424 -2.852553 -0.598102 4.477346 -9.396115
0.310000 -8.849820 -3.076305 -0.657622 4.757320 -9.873213
0.320000 -9.336246 -3.309849 -0.720747 5.043931 -10.349582
0.330000 -9.828059 -3.553193 -0.787427 5.336824 -10.824262
0.340000 -10.324626 -3.806323 -0.857574 5.635570 -11.296298
0.350000 -10.825327 -4.069208 -0.931053 5.939662 -11.764729
0.360000 -11.329557 -4.341799 -1.007680 6.248503 -12.228581
0.370000 -11.836724 -4.624031 -1.087219 6.561393 -12.686867
0.380000 -12.346250 -4.915826 -1.169381 6.877527 -13.138570
0.390000 -12.857571 -5.217094 -1.253817 7.195983 -13.582642
0.400000 -13.370135 -5.527735 -1.340121 7.515716 -14.017995
