# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.016073 -0.005096 -0.001128 0.012440 -0.022288
0.020000 -0.064236 -0.020408 -0.004538 0.049738 -0.089029
0.030000 -0.144317 -0.046002 -0.010299 0.111833 -0.199850
0.040000 -0.256035 -0.081988 -0.018530 0.198625 -0.354141
0.050000 -0.398998 -0.128520 -0.029399 0.309986 -0.551065
0.060000 -0.572711 -0.185783 -0.043117 0.445765 -0.789576
0.070000 -0.776579 -0.254001 -0.059947 0.605802 -1.068434
0.080000 -1.009914 -0.333421 -0.080193 0.789936 -1.386235
0.090000 -1.271941 -0.424316 -0.104210 0.998013 -1.741427
0.100000 -1.561803 -0.526977 -0.132392 1.229903 -2.132336
0.110000 -1.878574 -0.641705 -0.165180 1.485501 -2.557189
0.120000 -2.221258 -0.768810 -0.203050 1.764737 -3.014135
0.130000 -2.588803 -0.908600 -0.246519 2.067582 -3.501265
0.140000 -2.980105 -1.061381 -0.296135 2.394046 -4.016635
0.150000 -3.394017 -1.227449 -0.352477 2.744186 -4.558276
0.160000 -3.829353 -1.407087 -0.416148 3.118101 -5.124220
0.170000 -4.284900 -1.600554 -0.487770 3.515929 -5.712504
0.180000 -4.759417 -1.808087 -0.567978 3.937842 -6.321195
0.190000 -5.251651 -2.029888 -0.657407 4.384036 -6.948392
0.200000 -5.760337 -2.266122 -0.756688 4.854716 -7.592242
0.210000 -6.284205 -2.516910 -0.866430 5.350080 -8.250946
0.220000 -6.821994 -2.782320 -0.987208 5.870296 -8.922761
0.230000 -7.372447 -3.062367 -1.119548 6.415473 -9.606006
0.240000 -7.934327 -3.357000 -1.263906 6.985637 -10.299057
0.250000 -8.506419 -3.666109 -1.420657 7.580693 -11.000347
0.260000 -9.087536 -3.989512 -1.590068 8.200396 -11.708353
0.270000 -9.676526 -4.326959 -1.772285 8.844315 -12.421597
0.280000 -10.272274 -4.678133 -1.967312 9.511796 -13.138626
0.290000 -10.873709 -5.042647 -2.174990 10.201928 -13.858000
0.300000 -11.479808 -5.420051 -2.394983 10.913505 -14.578279
0.310000 -12.089598 -5.809831 -2.626753 11.644988 -15.298002
0.320000 -12.702157 -6.211418 -2.869548 12.394471 -16.015662
0.330000 -13.316622 -6.624195 -3.122388 13.159646 -16.729684
0.340000 -13.932183 -7.047501 -3.384048 13.937765 -17.438399
0.350000 -14.548088 -7.480647 -3.653051 14.725617 -18.140007
0.360000 -15.163639 -7.922925 -3.927667 15.519505 -18.832552
0.370000 -15.778193 -8.373621 -4.205913 16.315229 -19.513888
0.380000 -16.391154 -8.832032 -4.485562 17.108090 -20.181649
0.390000 -17.001975 -9.297486 -4.764159 17.892898 -20.833228
0.400000 -17.610148 -9.769354 -5.039047 18.664004 -21.465751
