# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.014544 -0.004163 -0.000617 0.009554 -0.019317
0.020000 -0.058131 -0.016673 -0.002489 0.038200 -0.077169
0.030000 -0.130620 -0.037594 -0.005669 0.085899 -0.173256
0.040000 -0.231781 -0.067025 -0.010250 0.152582 -0.307088
0.050000 -0.361296 -0.105110 -0.016361 0.238165 -0.477989
0.060000 -0.518758 -0.152022 -0.024168 0.342547 -0.685114
0.070000 -0.703681 -0.207969 -0.033873 0.465623 -0.927462
0.080000 -0.915501 -0.273186 -0.045713 0.607289 -1.203892
0.090000 -1.153581 -0.347930 -0.059962 0.767451 -1.513141
0.100000 -1.417218 -0.432480 -0.076926 0.946029 -1.853841
0.110000 -1.705647 -0.527127 -0.096948 1.142967 -2.224539
0.120000 -2.018047 -0.632173 -0.120398 1.358239 -2.623715
0.130000 -2.353547 -0.747925 -0.147679 1.591847 -3.049790
0.140000 -2.711232 -0.874692 -0.179219 1.843832 -3.501153
0.150000 -3.090148 -1.012778 -0.215474 2.114267 -3.976164
0.160000 -3.489306 -1.162480 -0.256917 2.403265 -4.473174
0.170000 -3.907690 -1.324085 -0.304044 2.710971 -4.990532
0.180000 -4.344261 -1.497860 -0.357360 3.037561 -5.526601
0.190000 -4.797962 -1.684055 -0.417381 3.383236 -6.079762
0.200000 -5.267723 -1.882890 -0.484624 3.748216 -6.648425
0.210000 -5.752466 -2.094556 -0.559597 4.132725 -7.231037
0.220000 -6.251110 -2.319207 -0.642797 4.536979 -7.826086
0.230000 -6.762579 -2.556959 -0.734692 4.961174 -8.432103
0.240000 -7.285801 -2.807879 -0.835715 5.405460 -9.047668
0.250000 -7.819719 -3.071987 -0.946250 5.869925 -9.671406
0.260000 -8.363288 -3.349251 -1.066620 6.354571 -10.301989
0.270000 -8.915490 -3.639583 -1.197071 6.859290 -10.938127
0.280000 -9.475329 -3.942839 -1.337761 7.383836 -11.578565
0.290000 -10.041837 -4.258819 -1.488744 7.927803 -12.222078
0.300000 -10.614082 -4.587265 -1.649954 8.490594 -12.867457
0.310000 -11.191166 -4.927863 -1.821193 9.071391 -13.513500
0.320000 -11.772229 -5.280248 -2.002118 9.669131 -14.158994
0.330000 -12.356454 -5.644002 -2.192222 10.282475 -14.802705
0.340000 -12.943065 -6.018662 -2.390828 10.909781 -15.443356
0.350000 -13.531331 -6.403729 -2.597073 11.549076 -16.079604
0.360000 -14.120565 -6.798669 -2.809907 12.198035 -16.710024
0.370000 -14.710124 -7.202925 -3.028084 12.853965 -17.333080
0.380000 -15.299410 -7.615931 -3.250160 13.513787 -17.947106
0.390000 -15.887862 -8.037116 -3.474502 14.174035 -18.550280
0.400000 -16.474962 -8.465924 -3.699294 14.830862 -19.140606
