# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.017477 -0.006037 -0.001757 0.015576 -0.025260
0.020000 -0.069839 -0.024170 -0.007059 0.062277 -0.100888
0.030000 -0.156885 -0.054470 -0.015993 0.140015 -0.226437
0.040000 -0.278279 -0.097053 -0.028705 0.248653 -0.401174
0.050000 -0.433557 -0.152074 -0.045402 0.388011 -0.624092
0.060000 -0.622132 -0.219728 -0.066347 0.557879 -0.893936
0.070000 -0.843301 -0.300243 -0.091862 0.758028 -1.209224
0.080000 -1.096249 -0.393872 -0.122328 0.988230 -1.568279
0.090000 -1.380062 -0.500892 -0.158179 1.248261 -1.969252
0.100000 -1.693730 -0.621591 -0.199907 1.537925 -2.410157
0.110000 -2.036162 -0.756270 -0.248052 1.857053 -2.888894
0.120000 -2.406190 -0.905228 -0.303203 2.205520 -3.403280
0.130000 -2.802581 -1.068761 -0.365994 2.583247 -3.951073
0.140000 -3.224044 -1.247155 -0.437096 2.990201 -4.529993
0.150000 -3.669240 -1.440678 -0.517216 3.426402 -5.137748
0.160000 -4.136791 -1.649576 -0.607084 3.891917 -5.772048
0.170000 -4.625288 -1.874064 -0.707451 4.386858 -6.430631
0.180000 -5.133300 -2.114322 -0.819072 4.911368 -7.111274
0.190000 -5.659381 -2.370484 -0.942700 5.465611 -7.811807
0.200000 -6.202080 -2.642633 -1.079063 6.049744 -8.530129
0.210000 -6.759951 -2.930792 -1.228849 6.663895 -9.264205
0.220000 -7.331558 -3.234917 -1.392685 7.308123 -10.012079
0.230000 -7.915487 -3.554893 -1.571114 7.982386 -10.771865
0.240000 -8.510349 -3.890527 -1.764570 8.686491 -11.541742
0.250000 -9.114792 -4.241547 -1.973353 9.420056 -12.319948
0.260000 -9.727507 -4.607597 -2.197608 10.182461 -13.104763
0.270000 -10.347231 -4.988244 -2.437294 10.972803 -13.894496
0.280000 -10.972757 -5.382977 -2.692168 11.789854 -14.687466
0.290000 -11.602935 -5.791208 -2.961756 12.632011 -15.481982
0.300000 -12.236678 -6.212283 -3.245333 13.497256 -16.276318
0.310000 -12.872965 -6.645484 -3.541900 14.383107 -17.068687
0.320000 -13.510841 -7.090043 -3.850171 15.286580 -17.857207
0.330000 -14.149420 -7.545148 -4.168550 16.204142 -18.639864
0.340000 -14.787888 -8.009957 -4.495129 17.131678 -19.414480
0.350000 -15.425492 -8.483615 -4.827679 18.064465 -20.178664
0.360000 -16.061547 -8.965268 -5.163655 18.997154 -20.929778
0.370000 -16.695426 -9.454087 -5.500212 19.923771 -21.664899
0.380000 -17.326554 -9.949284 -5.834227 20.837739 -22.380782
0.390000 -17.954405 -10.450138 -6.162338 21.731914 -23.073843
0.400000 -18.578487 -10.956014 -6.480985 22.598656 -23.740144
