# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.006386 -0.000844 0.000079 0.001529 -0.007149
0.020000 -0.025533 -0.003381 0.000313 0.006113 -0.028578
0.030000 -0.057417 -0.007630 0.000700 0.013744 -0.064230
0.040000 -0.101993 -0.013621 0.001231 0.024409 -0.114013
0.050000 -0.159202 -0.021394 0.001897 0.038091 -0.177796
0.060000 -0.228965 -0.031003 0.002685 0.054768 -0.255415
0.070000 -0.311189 -0.042511 0.003582 0.074412 -0.346671
0.080000 -0.405763 -0.055993 0.004567 0.096993 -0.451330
0.090000 -0.512561 -0.071531 0.005623 0.122476 -0.569129
0.100000 -0.631442 -0.089220 0.006725 0.150825 -0.699773
0.110000 -0.762251 -0.109160 0.007851 0.181998 -0.842939
0.120000 -0.904816 -0.131462 0.008972 0.215952 -0.998278
0.130000 -1.058955 -0.156241 0.010060 0.252644 -1.165418
0.140000 -1.224471 -0.183620 0.011084 0.292027 -1.343961
0.150000 -1.401154 -0.213728 0.012013 0.334055 -1.533494
0.160000 -1.588786 -0.246697 0.012812 0.378681 -1.733582
0.170000 -1.787136 -0.282664 0.013446 0.425859 -1.943777
0.180000 -1.995963 -0.321767 0.013880 0.475541 -2.163618
0.190000 -2.215018 -0.364147 0.014075 0.527685 -2.392631
0.200000 -2.444042 -0.409948 0.013995 0.582244 -2.630334
0.210000 -2.682771 -0.459311 0.013601 0.639178 -2.876239
0.220000 -2.930931 -0.512378 0.012854 0.698446 -3.129853
0.230000 -3.188246 -0.569291 0.011717 0.760007 -3.390679
0.240000 -3.454432 -0.630189 0.010150 0.823826 -3.658219
0.250000 -3.729200 -0.695208 0.008116 0.889867 -3.931976
0.260000 -4.012261 -0.764481 0.005580 0.958095 -4.211454
0.270000 -4.303318 -0.838138 0.002504 1.028478 -4.496162
0.280000 -4.602076 -0.916304 -0.001143 1.100983 -4.785612
0.290000 -4.908236 -0.999100 -0.005394 1.175579 -5.079320
0.300000 -5.221498 -1.086640 -0.010278 1.252231 -5.376810
0.310000 -5.541562 -1.179035 -0.015820 1.330906 -5.677612
0.320000 -5.868128 -1.276389 -0.022043 1.411567 -5.981262
0.330000 -6.200897 -1.378800 -0.028965 1.494173 -6.287305
0.340000 -6.539570 -1.486360 -0.036599 1.578680 -6.595291
0.350000 -6.883851 -1.599154 -0.044954 1.665037 -6.904780
0.360000 -7.233445 -1.717262 -0.054032 1.753184 -7.215335
0.370000 -7.588059 -1.840756 -0.063829 1.843055 -7.526530
0.380000 -7.947403 -1.969703 -0.074333 1.934572 -7.837940
0.390000 -8.311190 -2.104162 -0.085523 2.027643 -8.149148
0.400000 -8.679138 -2.244189 -0.097373 2.122165 -8.459740
