# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.007369 -0.001127 0.000046 0.002161 -0.008449
0.020000 -0.029465 -0.004517 0.000181 0.008641 -0.033770
0.030000 -0.066253 -0.010191 0.000399 0.019427 -0.075889
0.040000 -0.117676 -0.018186 0.000691 0.034499 -0.134680
0.050000 -0.183654 -0.028555 0.001042 0.053832 -0.209973
0.060000 -0.264084 -0.041362 0.001434 0.077390 -0.301546
0.070000 -0.358843 -0.056688 0.001846 0.105133 -0.409134
0.080000 -0.467785 -0.074622 0.002251 0.137013 -0.532427
0.090000 -0.590744 -0.095271 0.002621 0.172980 -0.671076
0.100000 -0.727535 -0.118746 0.002924 0.212977 -0.824689
0.110000 -0.877953 -0.145176 0.003123 0.256942 -0.992842
0.120000 -1.041775 -0.174692 0.003179 0.304812 -1.175074
0.130000 -1.218760 -0.207438 0.003052 0.356521 -1.370895
0.140000 -1.408651 -0.243564 0.002697 0.412003 -1.579786
0.150000 -1.611177 -0.283224 0.002066 0.471188 -1.801207
0.160000 -1.826050 -0.326578 0.001111 0.534009 -2.034592
0.170000 -2.052972 -0.373791 -0.000220 0.600401 -2.279362
0.180000 -2.291629 -0.425029 -0.001979 0.670297 -2.534919
0.190000 -2.541700 -0.480459 -0.004219 0.743634 -2.800656
0.200000 -2.802852 -0.540249 -0.006997 0.820353 -3.075958
0.210000 -3.074741 -0.604566 -0.010368 0.900395 -3.360201
0.220000 -3.357020 -0.673577 -0.014389 0.983705 -3.652760
0.230000 -3.649332 -0.747442 -0.019114 1.070233 -3.953009
0.240000 -3.951315 -0.826322 -0.024600 1.159930 -4.260324
0.250000 -4.262602 -0.910371 -0.030900 1.252750 -4.574082
0.260000 -4.582824 -0.999737 -0.038067 1.348649 -4.893668
0.270000 -4.911607 -1.094565 -0.046152 1.447584 -5.218473
0.280000 -5.248578 -1.194992 -0.055203 1.549513 -5.547897
0.290000 -5.593359 -1.301146 -0.065261 1.654393 -5.881346
0.300000 -5.945576 -1.413150 -0.076368 1.762179 -6.218238
0.310000 -6.304854 -1.531119 -0.088557 1.872822 -6.558001
0.320000 -6.670819 -1.655158 -0.101855 1.986267 -6.900072
0.330000 -7.043098 -1.785366 -0.116284 2.102451 -7.243899
0.340000 -7.421323 -1.921831 -0.131857 2.221304 -7.588939
0.350000 -7.805128 -2.064634 -0.148576 2.342739 -7.934657
0.360000 -8.194150 -2.213847 -0.166434 2.466658 -8.280528
0.370000 -8.588031 -2.369534 -0.185413 2.592945 -8.626029
0.380000 -8.986417 -2.531750 -0.205481 2.721462 -8.970647
0.390000 -9.388960 -2.700543 -0.226595 2.852048 -9.313870
0.400000 -9.795313 -2.875953 -0.248694 2.984519 -9.655186
