# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.003705 -0.000281 0.000085 0.000391 -0.003900
0.020000 -0.014815 -0.001127 0.000340 0.001565 -0.015593
0.030000 -0.033322 -0.002545 0.000764 0.003519 -0.035061
0.040000 -0.059211 -0.004546 0.001356 0.006252 -0.062273
0.050000 -0.092461 -0.007149 0.002112 0.009761 -0.097184
0.060000 -0.133044 -0.010374 0.003029 0.014040 -0.139740
0.070000 -0.180928 -0.014247 0.004104 0.019087 -0.189872
0.080000 -0.236075 -0.018799 0.005332 0.024894 -0.247502
0.090000 -0.298440 -0.024064 0.006708 0.031455 -0.312539
0.100000 -0.367974 -0.030082 0.008227 0.038763 -0.384882
0.110000 -0.444621 -0.036895 0.009881 0.046812 -0.464419
0.120000 -0.528321 -0.044549 0.011665 0.055591 -0.551028
0.130000 -0.619009 -0.053095 0.013570 0.065093 -0.644577
0.140000 -0.716614 -0.062586 0.015590 0.075308 -0.744926
0.150000 -0.821061 -0.073076 0.017715 0.086227 -0.851926
0.160000 -0.932270 -0.084626 0.019937 0.097839 -0.965420
0.170000 -1.050157 -0.097297 0.022248 0.110134 -1.085242
0.180000 -1.174634 -0.111152 0.024637 0.123103 -1.211221
0.190000 -1.305608 -0.126256 0.027096 0.136733 -1.343180
0.200000 -1.442983 -0.142677 0.029614 0.151015 -1.480935
0.210000 -1.586659 -0.160483 0.032183 0.165937 -1.624296
0.220000 -1.736534 -0.179743 0.034791 0.181490 -1.773071
0.230000 -1.892501 -0.200528 0.037429 0.197661 -1.927063
0.240000 -2.054451 -0.222909 0.040087 0.214441 -2.086070
0.250000 -2.222272 -0.246957 0.042755 0.231818 -2.249888
0.260000 -2.395849 -0.272742 0.045423 0.249782 -2.418313
0.270000 -2.575066 -0.300337 0.048083 0.268322 -2.591135
0.280000 -2.759805 -0.329811 0.050724 0.287428 -2.768146
0.290000 -2.949945 -0.361236 0.053337 0.307088 -2.949134
0.300000 -3.145363 -0.394679 0.055915 0.327291 -3.133890
0.310000 -3.345936 -0.430210 0.058449 0.348027 -3.322202
0.320000 -3.551539 -0.467895 0.060932 0.369283 -3.513859
0.330000 -3.762046 -0.507800 0.063357 0.391049 -3.708652
0.340000 -3.977330 -0.549989 0.065717 0.413312 -3.906370
0.350000 -4.197264 -0.594525 0.068008 0.436059 -4.106806
0.360000 -4.421719 -0.641467 0.070226 0.459276 -4.309753
0.370000 -4.650567 -0.690876 0.072366 0.482949 -4.515006
0.380000 -4.883680 -0.742808 0.074427 0.507062 -4.722360
0.390000 -5.120927 -0.797316 0.076407 0.531597 -4.931615
0.400000 -5.362182 -0.854456 0.078308 0.556537 -5.142571
