# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.019077 -0.007206 -0.002703 0.019806 -0.028973
0.020000 -0.076226 -0.028850 -0.010850 0.079183 -0.115709
0.030000 -0.171206 -0.065001 -0.024549 0.178008 -0.259664
0.040000 -0.303613 -0.115775 -0.043984 0.316088 -0.459943
0.050000 -0.472894 -0.181329 -0.069410 0.493169 -0.715323
0.060000 -0.678346 -0.261857 -0.101158 0.708949 -1.024281
0.070000 -0.919129 -0.357581 -0.139629 0.963106 -1.385024
0.080000 -1.194271 -0.468750 -0.185298 1.255303 -1.795526
0.090000 -1.502684 -0.595629 -0.238707 1.585215 -2.253563
0.100000 -1.843168 -0.738492 -0.300468 1.952542 -2.756751
0.110000 -2.214429 -0.897617 -0.371252 2.357019 -3.302579
0.120000 -2.615084 -1.073271 -0.451790 2.798426 -3.888448
0.130000 -3.043677 -1.265716 -0.542864 3.276598 -4.511697
0.140000 -3.498690 -1.475186 -0.645297 3.791424 -5.169630
0.150000 -3.978551 -1.701895 -0.759953 4.342850 -5.859553
0.160000 -4.481648 -1.946015 -0.887719 4.930874 -6.578788
0.170000 -5.006337 -2.207682 -1.029495 5.555541 -7.324703
0.180000 -5.550958 -2.486976 -1.186177 6.216923 -8.094729
0.190000 -6.113840 -2.783917 -1.358640 6.915096 -8.886380
0.200000 -6.693316 -3.098456 -1.547708 7.650102 -9.697255
0.210000 -7.287733 -3.430463 -1.754128 8.421907 -10.525049
0.220000 -7.895463 -3.779725 -1.978542 9.230350 -11.367547
0.230000 -8.514913 -4.145932 -2.221446 10.075077 -12.222613
0.240000 -9.144534 -4.528681 -2.483163 10.955489 -13.088178
0.250000 -9.782830 -4.927475 -2.763809 11.870674 -13.962219
0.260000 -10.428367 -5.341721 -3.063260 12.819351 -14.842737
0.270000 -11.079780 -5.770736 -3.381122 13.799814 -15.727736
0.280000 -11.735776 -6.213755 -3.716704 14.809874 -16.615191
0.290000 -12.395139 -6.669938 -4.068990 15.846808 -17.503020
0.300000 -13.056739 -7.138377 -4.436616 16.907304 -18.389049
0.310000 -13.719523 -7.618114 -4.817842 17.987407 -19.270975
0.320000 -14.382530 -8.108147 -5.210542 19.082472 -20.146314
0.330000 -15.044879 -8.607450 -5.612184 20.187114 -21.012358
0.340000 -15.705768 -9.114992 -6.019833 21.295174 -21.866117
0.350000 -16.364477 -9.629757 -6.430154 22.399701 -22.704267
0.360000 -17.020352 -10.150768 -6.839433 23.492954 -23.523105
0.370000 -17.672803 -10.677117 -7.243618 24.566431 -24.318499
0.380000 -18.321292 -11.207987 -7.638368 25.610936 -25.085873
0.390000 -18.965316 -11.742680 -8.019122 26.616676 -25.820190
0.400000 -19.604403 -12.280643 -8.381180 27.573387 -26.515966
