# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.020249 -0.008129 -0.003582 0.023407 -0.031944
0.020000 -0.080902 -0.032540 -0.014369 0.093574 -0.127566
0.030000 -0.181685 -0.073302 -0.032490 0.210348 -0.286241
0.040000 -0.322144 -0.130527 -0.058155 0.373482 -0.506945
0.050000 -0.501652 -0.204366 -0.091663 0.582654 -0.788277
0.060000 -0.719413 -0.295005 -0.133395 0.837483 -1.128496
0.070000 -0.974480 -0.402658 -0.183819 1.137553 -1.525555
0.080000 -1.265756 -0.527557 -0.243485 1.482433 -1.977147
0.090000 -1.592015 -0.669949 -0.313023 1.871701 -2.480744
0.100000 -1.951907 -0.830085 -0.393140 2.304959 -3.033641
0.110000 -2.343978 -1.008208 -0.484614 2.781844 -3.633000
0.120000 -2.766678 -1.204552 -0.588285 3.302047 -4.275887
0.130000 -3.218377 -1.419331 -0.705052 3.865311 -4.959306
0.140000 -3.697379 -1.652726 -0.835858 4.471441 -5.680236
0.150000 -4.201933 -1.904887 -0.981684 5.120299 -6.435662
0.160000 -4.730246 -2.175914 -1.143533 5.811804 -7.222603
0.170000 -5.280498 -2.465859 -1.322415 6.545918 -8.038141
0.180000 -5.850852 -2.774705 -1.519325 7.322622 -8.879444
0.190000 -6.439471 -3.102362 -1.735212 8.141882 -9.743779
0.200000 -7.044528 -3.448656 -1.970949 9.003601 -10.628524
0.210000 -7.664220 -3.813316 -2.227293 9.907553 -11.531164
0.220000 -8.296783 -4.195970 -2.504847 10.853315 -12.449281
0.230000 -8.940498 -4.596140 -2.804011 11.840191 -13.380538
0.240000 -9.593709 -5.013239 -3.124950 12.867132 -14.322652
0.250000 -10.254829 -5.446576 -3.467548 13.932664 -15.273370
0.260000 -10.922345 -5.895358 -3.831375 15.034823 -16.230435
0.270000 -11.594833 -6.358702 -4.215654 16.171083 -17.191560
0.280000 -12.270955 -6.835642 -4.619231 17.338304 -18.154386
0.290000 -12.949468 -7.325141 -5.040543 18.532668 -19.116451
0.300000 -13.629226 -7.826105 -5.477598 19.749621 -20.075144
0.310000 -14.309179 -8.337397 -5.927946 20.983814 -21.027651
0.320000 -14.988375 -8.857855 -6.388667 22.229050 -21.970903
0.330000 -15.665955 -9.386314 -6.856360 23.478229 -22.901510
0.340000 -16.341150 -9.921627 -7.327152 24.723322 -23.815694
0.350000 -17.013272 -10.462692 -7.796717 25.955367 -24.709230
0.360000 -17.681704 -11.008484 -8.260317 27.164489 -25.577392
0.370000 -18.345889 -11.558086 -8.712863 28.339978 -26.414917
0.380000 -19.005315 -12.110719 -9.149001 29.470395 -27.215989
0.390000 -19.659498 -12.665768 -9.563210 30.543739 -27.974260
0.400000 -20.307967 -13.222809 -9.949915 31.547645 -28.682887
