# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.019378 -0.007439 -0.002913 0.020689 -0.029716
0.020000 -0.077430 -0.029778 -0.011690 0.082712 -0.118674
0.030000 -0.173902 -0.067089 -0.026445 0.185940 -0.266309
0.040000 -0.308382 -0.119486 -0.047368 0.330166 -0.471694
0.050000 -0.480296 -0.187126 -0.074726 0.515119 -0.733563
0.060000 -0.688919 -0.270200 -0.108861 0.740480 -1.050339
0.070000 -0.933383 -0.368929 -0.150192 1.005903 -1.420165
0.080000 -1.212686 -0.483560 -0.199211 1.311029 -1.840944
0.090000 -1.525704 -0.614352 -0.256484 1.655510 -2.310377
0.100000 -1.871200 -0.761576 -0.322646 2.039022 -2.826000
0.110000 -2.247838 -0.925501 -0.398394 2.461278 -3.385221
0.120000 -2.654196 -1.106390 -0.484489 2.922038 -3.985356
0.130000 -3.088773 -1.304488 -0.581739 3.421114 -4.623659
0.140000 -3.550004 -1.520023 -0.691001 3.958376 -5.297356
0.150000 -4.036274 -1.753191 -0.813166 4.533752 -6.003669
0.160000 -4.545924 -2.004150 -0.949152 5.147223 -6.739846
0.170000 -5.077266 -2.273012 -1.099888 5.798815 -7.503181
0.180000 -5.628594 -2.559838 -1.266296 6.488579 -8.291039
0.190000 -6.198195 -2.864621 -1.449272 7.216568 -9.100871
0.200000 -6.784361 -3.187281 -1.649653 7.982793 -9.930220
0.210000 -7.385400 -3.527656 -1.868194 8.787179 -10.776729
0.220000 -7.999648 -3.885493 -2.105529 9.629504 -11.638130
0.230000 -8.625480 -4.260442 -2.362138 10.509339 -12.512238
0.240000 -9.261317 -4.652056 -2.638309 11.425981 -13.396934
0.250000 -9.905640 -5.059788 -2.934107 12.378390 -14.290136
0.260000 -10.556994 -5.482996 -3.249339 13.365129 -15.189788
0.270000 -11.213996 -5.920948 -3.583525 14.384299 -16.093822
0.280000 -11.875339 -6.372827 -3.935865 15.433489 -17.000136
0.290000 -12.539800 -6.837744 -4.305216 16.509719 -17.906559
0.300000 -13.206243 -7.314743 -4.690066 17.609381 -18.810815
0.310000 -13.873615 -7.802818 -5.088509 18.728192 -19.710480
0.320000 -14.540954 -8.300926 -5.498227 19.861133 -20.602934
0.330000 -15.207383 -8.808004 -5.916482 21.002410 -21.485308
0.340000 -15.872109 -9.322987 -6.340113 22.145416 -22.354426
0.350000 -16.534418 -9.844835 -6.765543 23.282714 -23.206755
0.360000 -17.193665 -10.372555 -7.188812 24.406046 -24.038345
0.370000 -17.849269 -10.905231 -7.605611 25.506372 -24.844798
0.380000 -18.500696 -11.442052 -8.011349 26.573945 -25.621241
0.390000 -19.147452 -11.982335 -8.401222 27.598422 -26.362318
0.400000 -19.789065 -12.525554 -8.770307 28.569013 -27.062217
