# A0	H_PF	H_EL	H_PH	H_INT	H_DSE
0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.001300 -0.000034 0.000034 -0.000000 -0.001300
0.020000 -0.005200 -0.000137 0.000137 -0.000001 -0.005199
0.030000 -0.011700 -0.000310 0.000309 -0.000002 -0.011696
0.040000 -0.020796 -0.000555 0.000548 -0.000004 -0.020786
0.050000 -0.032486 -0.000873 0.000856 -0.000006 -0.032463
0.060000 -0.046767 -0.001269 0.001232 -0.000009 -0.046721
0.070000 -0.063636 -0.001746 0.001675 -0.000012 -0.063552
0.080000 -0.083085 -0.002309 0.002186 -0.000016 -0.082946
0.090000 -0.105110 -0.002963 0.002763 -0.000020 -0.104890
0.100000 -0.129705 -0.003714 0.003407 -0.000025 -0.129373
0.110000 -0.156861 -0.004568 0.004116 -0.000030 -0.156380
0.120000 -0.186573 -0.005533 0.004891 -0.000036 -0.185895
0.130000 -0.218830 -0.006617 0.005730 -0.000042 -0.217901
0.140000 -0.253622 -0.007827 0.006633 -0.000049 -0.252380
0.150000 -0.290942 -0.009174 0.007600 -0.000056 -0.289311
0.160000 -0.330776 -0.010666 0.008629 -0.000064 -0.328675
0.170000 -0.373114 -0.012314 0.009719 -0.000072 -0.370447
0.180000 -0.417944 -0.014128 0.010871 -0.000081 -0.414605
0.190000 -0.465253 -0.016120 0.012082 -0.000091 -0.461124
0.200000 -0.515028 -0.018301 0.013352 -0.000102 -0.509978
0.210000 -0.567254 -0.020683 0.014681 -0.000113 -0.561140
0.220000 -0.621917 -0.023280 0.016067 -0.000125 -0.614580
0.230000 -0.679002 -0.026103 0.017509 -0.000138 -0.670271
0.240000 -0.738493 -0.029167 0.019007 -0.000151 -0.728182
0.250000 -0.800373 -0.032484 0.020559 -0.000166 -0.788281
0.260000 -0.864626 -0.036071 0.022164 -0.000181 -0.850537
0.270000 -0.931233 -0.039939 0.023821 -0.000198 -0.914916
0.280000 -1.000177 -0.044106 0.025529 -0.000216 -0.981384
0.290000 -1.071440 -0.048584 0.027288 -0.000236 -1.049908
0.300000 -1.145002 -0.053390 0.029096 -0.000257 -1.120450
0.310000 -1.220844 -0.058539 0.030952 -0.000281 -1.192976
0.320000 -1.298946 -0.064047 0.032855 -0.000307 -1.267448
0.330000 -1.379287 -0.069929 0.034805 -0.000334 -1.343829
0.340000 -1.461847 -0.076201 0.036799 -0.000365 -1.422080
0.350000 -1.546605 -0.082880 0.038838 -0.000399 -1.502164
0.360000 -1.633539 -0.089982 0.040920 -0.000436 -1.584041
0.370000 -1.722626 -0.097522 0.043045 -0.000477 -1.667671
0.380000 -1.813846 -0.105518 0.045211 -0.000523 -1.753016
0.390000 -1.907174 -0.113984 0.047418 -0.000574 -1.840034
0.400000 -2.002589 -0.122939 0.049664 -0.000630 -1.928684
