 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000   -0.000000    0.690522 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000      0.000000     -1.228713      4.3663      283.96
     2      0.000000     -0.000000      0.159564      4.7599      260.48
     3     -0.000000     -0.000000      1.442221      5.4959      225.59
     4     -0.000000      0.000000     -1.146090      5.7663      215.02
     5      0.000000     -0.000000     -1.572713      8.5515      144.99
     6      0.000000     -0.000000     -0.651193      8.7439      141.80
     7     -0.000000     -0.000000     -0.749528      8.8303      140.41
     8      0.000000     -0.000000     -0.075269      9.4124      131.72
     9     -0.000000     -0.000000      0.292957      9.9507      124.60
    10      0.000000     -0.000000     -2.679078     10.0835      122.96
    11     -0.000000     -0.000000      1.060575     12.0532      102.86
    12      0.000000      0.000000      1.181968     12.5903       98.48
    13     -0.000000     -0.000000      2.354183     12.6745       97.82
    14     -0.000000      0.000000      1.324606     13.3653       92.77
    15      0.000000     -0.000000      3.199257     13.6607       90.76
    16     -0.000000     -0.000000      1.606350     13.7813       89.97
    17      0.000000     -0.000000     -1.580450     14.8183       83.67
    18     -0.000000     -0.000000      0.224725     15.1295       81.95
    19     -0.000000     -0.000000      3.238911     15.7483       78.73
    20      0.000000      0.000000     -0.834495     15.9110       77.92
    21     -0.000000     -0.000000      2.045306     15.9427       77.77
    22      0.000000     -0.000000      0.925058     16.3659       75.76
    23     -0.000000     -0.000000      1.669817     16.5573       74.88
    24      0.000000     -0.000000      1.049401     16.8873       73.42
    25     -0.000000     -0.000000      2.617031     17.7726       69.76
    26      0.000000     -0.000000     -0.216085     18.1650       68.25
    27      0.000000     -0.000000      0.329711     18.5514       66.83
    28      0.000000     -0.000000     -0.054548     18.9251       65.51
    29     -0.000000     -0.000000     -1.315126     18.9459       65.44
    30      0.000000     -0.000000      0.030845     19.2243       64.49
