 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000   -0.000000    0.705530 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000     -0.000000     -1.332680      4.3027      288.15
     2      0.000000     -0.000000      0.083944      4.7093      263.28
     3      0.000000     -0.000000      1.487268      5.4954      225.61
     4      0.000000     -0.000000     -1.201254      5.8154      213.20
     5     -0.000000     -0.000000     -1.452595      8.6431      143.45
     6      0.000000     -0.000000     -0.719524      8.7230      142.13
     7      0.000000      0.000000     -0.408845      8.7605      141.53
     8      0.000000      0.000000     -0.501873      9.3950      131.97
     9     -0.000000     -0.000000      0.221780     10.0116      123.84
    10      0.000000     -0.000000     -2.415497     10.0329      123.58
    11     -0.000000     -0.000000      1.168820     10.5981      116.99
    12      0.000000     -0.000000      2.263201     11.2112      110.59
    13      0.000000     -0.000000      1.196023     11.9731      103.55
    14     -0.000000     -0.000000      3.213712     12.1535      102.02
    15     -0.000000     -0.000000      0.984100     12.7856       96.97
    16      0.000000      0.000000      1.546085     13.8095       89.78
    17      0.000000      0.000000      3.001615     14.2706       86.88
    18     -0.000000     -0.000000     -1.395962     14.4591       85.75
    19     -0.000000     -0.000000      0.327917     14.7793       83.89
    20     -0.000000     -0.000000      0.794878     15.0588       82.33
    21      0.000000     -0.000000      1.693030     15.0752       82.24
    22      0.000000     -0.000000      1.063938     15.5253       79.86
    23      0.000000     -0.000000     -0.878171     15.7227       78.86
    24      0.000000     -0.000000      1.848460     15.7307       78.82
    25     -0.000000     -0.000000      2.503976     16.3612       75.78
    26      0.000000     -0.000000     -0.323869     16.8333       73.65
    27      0.000000      0.000000      0.637717     18.2406       67.97
    28      0.000000     -0.000000      2.628555     18.6555       66.46
    29      0.000000     -0.000000     -0.364808     18.6998       66.30
    30     -0.000000     -0.000000     -1.144050     18.7595       66.09
