 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:   -0.000000    0.000000   -1.428409 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000      0.000000      0.319215      2.1981      564.05
     2     -0.000000      0.000000     -0.322168      5.5926      221.69
     3     -0.000000      0.000000     -0.340361      5.8223      212.95
     4     -0.000000      0.000000      2.202050      6.5495      189.30
     5     -0.000000      0.000000      0.309536      7.1230      174.06
     6     -0.000000      0.000000     -2.639419      7.7214      160.57
     7     -0.000000      0.000000      1.997342      7.8813      157.31
     8     -0.000000     -0.000000      1.743130      8.0503      154.01
     9     -0.000000      0.000000     -0.711941      8.4770      146.26
    10      0.000000      0.000000      1.534997      8.6037      144.11
    11     -0.000000     -0.000000      1.145739      9.3005      133.31
    12      0.000000     -0.000000      1.780274      9.3603      132.46
    13      0.000000      0.000000      0.903680      9.9281      124.88
    14     -0.000000      0.000000      1.465373     10.3665      119.60
    15     -0.000000      0.000000      2.533905     10.3967      119.25
    16      0.000000      0.000000      1.216588     10.6828      116.06
    17     -0.000000     -0.000000      0.039827     10.9112      113.63
    18     -0.000000      0.000000      0.626206     11.5409      107.43
    19      0.000000     -0.000000      0.303777     11.5839      107.03
    20     -0.000000     -0.000000      1.034368     11.6230      106.67
    21      0.000000     -0.000000     -2.974715     11.6591      106.34
    22     -0.000000     -0.000000      0.194155     11.9011      104.18
    23     -0.000000      0.000000      0.522103     11.9712      103.57
    24      0.000000      0.000000      1.004563     12.1733      101.85
    25     -0.000000      0.000000     -1.612433     12.2674      101.07
    26     -0.000000      0.000000     -3.377793     12.6123       98.30
    27      0.000000      0.000000     -3.908723     13.0690       94.87
    28     -0.000000     -0.000000     -1.006254     13.2096       93.86
    29     -0.000000      0.000000      0.157547     13.3857       92.62
    30     -0.000000      0.000000      0.668494     13.5669       91.39
