 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000    0.000000    0.518785 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1      0.000000     -0.000000     -0.872564      4.7028      263.64
     2     -0.000000      0.000000      0.300360      5.0485      245.59
     3      0.000000      0.000000      1.112781      5.6802      218.27
     4      0.000000     -0.000000     -1.009778      5.8648      211.40
     5     -0.000000      0.000000     -1.619622      8.2395      150.48
     6     -0.000000      0.000000     -1.180340      8.9094      139.16
     7     -0.000000      0.000000     -0.922273      9.3342      132.83
     8      0.000000      0.000000      0.231203      9.4850      130.72
     9     -0.000000      0.000000     -0.001933     10.0797      123.00
    10      0.000000     -0.000000     -2.846455     10.6244      116.70
    11      0.000000      0.000000      0.731327     12.3309      100.55
    12      0.000000     -0.000000      1.239829     13.7735       90.02
    13     -0.000000      0.000000      1.747899     13.8813       89.32
    14     -0.000000      0.000000      2.313990     14.2646       86.92
    15      0.000000     -0.000000      1.277365     14.8828       83.31
    16     -0.000000      0.000000      2.223366     15.0453       82.41
    17      0.000000     -0.000000     -0.296960     15.3417       80.82
    18     -0.000000      0.000000      0.455175     15.5048       79.97
    19     -0.000000     -0.000000     -0.668346     16.1220       76.90
    20      0.000000      0.000000      1.736925     16.1516       76.76
    21     -0.000000      0.000000      3.046866     17.3513       71.46
    22     -0.000000      0.000000      0.739056     17.5162       70.78
    23      0.000000      0.000000      0.747448     18.1958       68.14
    24      0.000000      0.000000      1.317230     18.2717       67.86
    25     -0.000000      0.000000      0.582021     18.7807       66.02
    26     -0.000000      0.000000     -1.498804     18.7907       65.98
    27     -0.000000      0.000000      0.305864     19.1335       64.80
    28     -0.000000      0.000000      2.317439     19.2354       64.46
    29      0.000000      0.000000     -1.192835     19.6880       62.97
    30     -0.000000      0.000000     -0.543981     19.7405       62.81
