    #         X           Y           Z        CHARGE     ATOM    DISTANCE
  -------------------------------------------------------------------------
    1     -4.5737     -3.9461     -0.0001      0.4124      14      0.1623
    2      4.2358     -2.1046     -0.0001      4.1851      11      0.1039
    3     -3.3586     -2.3676     -0.0001      2.9440      13      0.1125
    4      3.3244      0.0000     -0.0001      3.2534      10      0.1021
    5      4.2358      2.1046     -0.0001      4.1845      12      0.1039
    6     -3.3586      2.3677     -0.0001      2.9439       1      0.1125
    7     -4.5737      3.9462     -0.0001      0.4124       6      0.1624
    8     -4.8775      0.0000     -0.0001      2.8502       5      0.1234
    9     -6.7002      0.0000     -0.0001      0.5141       9      0.1026
   10     -0.9284     -2.3676     -0.0001      3.0991       4      0.1349
   11     -0.9284      2.3677     -0.0001      3.0988       2      0.1351
   12      0.2867     -3.9461     -0.0001      0.4211       8      0.1056
   13      0.5905      0.0000     -0.0001      2.7647       3      0.1315
   14      0.2867      3.9462     -0.0001      0.4210       7      0.1055
  -------------------------------------------------------------------------
