    #         X           Y           Z        CHARGE     ATOM    DISTANCE
  -------------------------------------------------------------------------
    1     -4.8775      0.0000     -0.0001      2.9151       5      0.1234
    2     -6.7002      0.0000     -0.0001      0.5061       9      0.1026
    3     -3.3586     -2.3676     -0.0001      3.0727      13      0.1125
    4     -4.5737     -3.9461     -0.0001      0.4622      14      0.1623
    5     -3.3586      2.3677     -0.0001      3.0724       1      0.1125
    6     -4.5737      3.9462     -0.0001      0.4622       6      0.1624
    7      0.2867     -3.9461     -0.0001      0.4480       8      0.1056
    8     -0.9284     -2.3676     -0.0001      2.8301       4      0.1349
    9     -0.9284      2.3677     -0.0001      2.8300       2      0.1351
   10      0.2867      3.9462     -0.0001      0.4480       7      0.1055
   11      0.5905      0.0000     -0.0001      2.8332       3      0.1315
   12      3.3244      0.0000     -0.0001      3.2585      10      0.1021
   13      4.2358     -2.1046     -0.0001      4.1781      11      0.1039
   14      4.2358      2.1046     -0.0001      4.1775      12      0.1039
  -------------------------------------------------------------------------
