    #         X           Y           Z        CHARGE     ATOM    DISTANCE
  -------------------------------------------------------------------------
    1      3.0207     -3.9461     -0.0001      0.0080      11      2.2779
    2      3.0207      3.9462     -0.0001      0.0080      12      2.2781
    3     -3.3586     -2.3676     -0.4598      0.0031      13      0.4732
    4     -4.5737      0.0000      0.6128      0.0032       5      0.6388
    5     -4.5737      0.0000     -0.6130      0.0031       5      0.6390
    6     -3.3586     -2.3676      0.4596      0.0031      13      0.4733
    7     -3.3586      2.3677     -0.4598      0.0031       1      0.4735
    8     -3.3586      2.3677      0.4596      0.0031       1      0.4730
    9     -0.6246     -2.8938     -0.0001      0.0042       4      0.6162
   10     -0.6246      2.8939     -0.0001      0.0042       2      0.6162
   11      1.1980      0.0000     -0.0001      0.0059       3      0.7391
   12      4.8433     -1.8415     -0.0001      0.0112      11      0.5620
   13      4.8433      1.8416     -0.0001      0.0112      12      0.5618
  -------------------------------------------------------------------------
