    #         X           Y           Z        CHARGE     ATOM    DISTANCE
  -------------------------------------------------------------------------
    1     -3.3586     -2.3676     -0.0001      2.8101      13      0.1125
    2      4.2358     -2.1046     -0.0001      4.2482      11      0.1039
    3     -6.7002      0.0000     -0.0001      0.5535       9      0.1026
    4      4.2358      2.1046     -0.0001      4.2477      12      0.1039
    5     -3.3586      2.3677     -0.0001      2.8098       1      0.1125
    6     -4.8775      0.0000     -0.0001      2.9726       5      0.1234
    7     -4.5737     -3.9461     -0.0001      0.4717      14      0.1623
    8     -4.5737      3.9462     -0.0001      0.4717       6      0.1624
    9     -0.9284     -2.3676     -0.0001      2.9274       4      0.1349
   10      0.5905      0.0000     -0.0001      2.8793       3      0.1315
   11     -0.9284      2.3677     -0.0001      2.9274       2      0.1351
   12      0.2867     -3.9461     -0.0001      0.4493       8      0.1056
   13      0.2867      3.9462     -0.0001      0.4492       7      0.1055
   14      3.3244      0.0000     -0.0001      3.2594      10      0.1021
  -------------------------------------------------------------------------
