    #         X           Y           Z       CHARGE      MIN DIST   ATOMIC VOL
 --------------------------------------------------------------------------------
    1   -3.440719    2.290745    0.000132   -0.001961     0.393468  1103.075446
    2   -0.808463    2.305674    0.000208   -0.015825     0.478820    28.495299
    3    0.458958    0.000038   -0.000019   -0.018988     0.314466   186.376646
    4   -0.808538   -2.305693    0.000057    0.063437     0.134939  1312.338948
    5   -4.754154    0.000038    0.000000   -0.008012     0.196632    13.249641
    6   -4.462683    4.064669   -0.000038   -0.000768     1.716308    11.155659
    7    0.260196    4.048304    0.000113    0.000000     0.000000     0.000000
    8    0.260177   -4.048266   -0.000227   -0.002867     0.185971   136.280269
    9   -6.802731   -0.000019   -0.000435    0.000000     0.000000     0.000000
   10    3.222361    0.000000   -0.000076   -0.006775     0.201694    29.352485
   11    4.338282   -2.087939    0.000208   -0.005920     0.323283   321.567065
   12    4.338358    2.087883   -0.000246    0.008234     0.185042  1290.505206
   13   -3.440719   -2.290726   -0.000113   -0.010555     0.112488   733.677423
   14   -4.462815   -4.064555   -0.000246    0.000000     0.000000     0.000000
 --------------------------------------------------------------------------------
    VACUUM CHARGE:               0.0000
    VACUUM VOLUME:               0.0000
    NUMBER OF ELECTRONS:        -0.0000
