    #         X           Y           Z       CHARGE      MIN DIST   ATOMIC VOL
 --------------------------------------------------------------------------------
    1   -3.440719    2.290745    0.000132   -0.002561     0.280137    18.135599
    2   -0.808463    2.305674    0.000208    0.005892     0.135053   156.203712
    3    0.458958    0.000038   -0.000019   -0.004145     0.294108   149.750329
    4   -0.808538   -2.305693    0.000057    0.003892     0.478933    49.410629
    5   -4.754154    0.000038    0.000000   -0.004481     0.123355   125.332784
    6   -4.462683    4.064669   -0.000038    0.001929     0.510448   949.039189
    7    0.260196    4.048304    0.000113   -0.001593     0.396857   374.896256
    8    0.260177   -4.048266   -0.000227    0.000000     0.000000     0.000000
    9   -6.802731   -0.000019   -0.000435   -0.008559     0.536113   640.831974
   10    3.222361    0.000000   -0.000076    0.001754     0.282148    20.021407
   11    4.338282   -2.087939    0.000208   -0.027344     0.547840   908.616764
   12    4.338358    2.087883   -0.000246    0.030776     0.651622   947.814638
   13   -3.440719   -2.290726   -0.000113    0.011760     0.203462   358.670957
   14   -4.462815   -4.064555   -0.000246   -0.007308     1.100540   467.349849
 --------------------------------------------------------------------------------
    VACUUM CHARGE:               0.0000
    VACUUM VOLUME:               0.0000
    NUMBER OF ELECTRONS:         0.0000
