   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...       8
     2   ...      11
     3   ...      13
     4   ...       9
     5   ...       6
     6   ...       5
     7   ...      12
     8   ...      10
     9   ...       2
    10   ...      14
    11   ...       3
    12   ...       4
    13   ...       7
    14   ...       1
  ------------------------------------------------------------------------
