    #         X           Y           Z        CHARGE     ATOM    DISTANCE
  -------------------------------------------------------------------------
    1     -7.6115      0.0000     -0.0001      0.0271       9      0.8088
    2      5.7547      0.0000     -1.3792      0.0069      12      2.8751
    3      5.7547      0.0000      1.3790      0.0069      11      2.8752
    4      6.6660      0.0000     -0.0001      0.0031      12      3.1268
    5     -3.9662     -2.6307     -0.0001      0.0049      13      0.6259
    6     -3.9662      2.6308     -0.0001      0.0049       1      0.6259
    7     -0.3209     -2.6307     -0.0001      0.0043       4      0.5861
    8     -0.3209      2.6308     -0.0001      0.0044       2      0.5860
    9      3.9320     -1.8415     -0.0001      0.0023      11      0.4752
   10      3.9320      1.8416     -0.0001      0.0023      12      0.4752
  -------------------------------------------------------------------------
