   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...       5    6
     2   ...       8   10
     3   ...      11
     4   ...       7    9
     7   ...       2
     8   ...       1
    11   ...      12
    12   ...      13
    13   ...       3    4
  ------------------------------------------------------------------------
