   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...       7
     2   ...      10
     3   ...      11
     4   ...       9
     5   ...       6
     6   ...       5
     7   ...      13
     8   ...      12
     9   ...       3
    10   ...      14
    11   ...       2
    12   ...       4
    13   ...       8
    14   ...       1
  ------------------------------------------------------------------------
