   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...       6
     2   ...       9
     3   ...      11
     4   ...       7
     5   ...       2
     6   ...       4
     7   ...      10
     8   ...       8
     9   ...       1
    10   ...      12
    11   ...      13
    12   ...      14
    13   ...       5
    14   ...       3
  ------------------------------------------------------------------------
