    #         X           Y           Z       CHARGE      MIN DIST   ATOMIC VOL
 --------------------------------------------------------------------------------
    1   -3.440719    2.290745    0.000132   -0.000654     0.405926  1053.419907
    2   -0.808463    2.305674    0.000208    0.015627     0.194006   336.971915
    3    0.458958    0.000038   -0.000019   -0.001558     0.131501     1.481707
    4   -0.808538   -2.305693    0.000057   -0.009566     0.334706    23.241976
    5   -4.754154    0.000038    0.000000   -0.012660     0.318996   623.614788
    6   -4.462683    4.064669   -0.000038   -0.001345     0.346775   445.148741
    7    0.260196    4.048304    0.000113   -0.003045     0.587536   292.300298
    8    0.260177   -4.048266   -0.000227   -0.003875     0.523730   146.909371
    9   -6.802731   -0.000019   -0.000435    0.000000     0.000000     0.000000
   10    3.222361    0.000000   -0.000076   -0.054620     0.282225    62.109221
   11    4.338282   -2.087939    0.000208    0.136579     0.184848  1578.225684
   12    4.338358    2.087883   -0.000246   -0.040570     0.323473   371.149131
   13   -3.440719   -2.290726   -0.000113   -0.024123     0.948842   185.813353
   14   -4.462815   -4.064555   -0.000246   -0.000190     0.657270    45.687994
 --------------------------------------------------------------------------------
    VACUUM CHARGE:               0.0000
    VACUUM VOLUME:               0.0000
    NUMBER OF ELECTRONS:         0.0000
