    #         X           Y           Z        CHARGE     ATOM    DISTANCE
  -------------------------------------------------------------------------
    1      6.0584     -1.3153     -0.0001      0.0065      11      1.8857
    2     -0.0171     -3.9461     -0.0001      0.0035       8      0.2955
    3     -5.1813      0.2631     -0.0001      0.0016       5      0.5016
    4     -3.9662      2.3677     -0.0001      0.0067       1      0.5311
    5     -0.9284     -2.3676      0.6128      0.0021       4      0.6274
    6     -3.0549     -2.8938     -0.0001      0.0035      13      0.7159
    7     -0.9284     -2.3676     -0.6130      0.0028       4      0.6278
    8      4.2358     -2.3676     -0.0001      0.0114      11      0.2979
    9      3.9320      2.1046     -0.0001      0.0051      12      0.4067
   10      4.8433      2.1046     -0.0001      0.0047      12      0.5052
  -------------------------------------------------------------------------
