   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...       2
     2   ...       4
     3   ...       7
     4   ...       3
    11   ...       6    8
    12   ...       5    9
    13   ...       1
  ------------------------------------------------------------------------
