    #         X           Y           Z       CHARGE      MIN DIST   ATOMIC VOL
 --------------------------------------------------------------------------------
    1   -3.440719    2.290745    0.000132    0.020749     0.234668    50.390269
    2   -0.808463    2.305674    0.000208   -0.005320     0.385398    28.703473
    3    0.458958    0.000038   -0.000019   -0.041203     0.626786   861.814428
    4   -0.808538   -2.305693    0.000057   -0.005293     0.385547    28.691227
    5   -4.754154    0.000038    0.000000    0.043722     0.180421    62.868443
    6   -4.462683    4.064669   -0.000038   -0.004504     0.627694   700.614549
    7    0.260196    4.048304    0.000113    0.000000     0.000000     0.000000
    8    0.260177   -4.048266   -0.000227    0.000000     0.000000     0.000000
    9   -6.802731   -0.000019   -0.000435    0.000895     0.613289   371.675687
   10    3.222361    0.000000   -0.000076   -0.003921     0.505470   801.995117
   11    4.338282   -2.087939    0.000208   -0.023083     0.201950  1219.138379
   12    4.338358    2.087883   -0.000246   -0.000409     0.201886   439.074969
   13   -3.440719   -2.290726   -0.000113    0.020939     0.234648    50.439251
   14   -4.462815   -4.064555   -0.000246    0.000216     0.627658   550.668292
 --------------------------------------------------------------------------------
    VACUUM CHARGE:               0.0000
    VACUUM VOLUME:               0.0000
    NUMBER OF ELECTRONS:         0.0028
