    #         X           Y           Z        CHARGE     ATOM    DISTANCE
  -------------------------------------------------------------------------
    1     -4.5737     -3.9461     -0.0001      0.5460      14      0.1623
    2      4.2358     -2.1046     -0.0001      4.1959      11      0.1039
    3      3.3244      0.0000     -0.0001      3.2552      10      0.1021
    4     -4.5737      3.9462     -0.0001      0.5460       6      0.1624
    5      4.2358      2.1046     -0.0001      4.1952      12      0.1039
    6     -3.3586     -2.3676     -0.0001      2.7717      13      0.1125
    7     -6.7002      0.0000     -0.0001      0.5302       9      0.1026
    8     -3.3586      2.3677     -0.0001      2.7714       1      0.1125
    9     -4.8775      0.0000     -0.0001      2.9448       5      0.1234
   10      0.2867     -3.9461     -0.0001      0.5061       8      0.1056
   11     -0.9284     -2.3676     -0.0001      2.9267       4      0.1349
   12     -0.9284      2.3677     -0.0001      2.9266       2      0.1351
   13      0.2867      3.9462     -0.0001      0.5061       7      0.1055
   14      0.5905      0.0000     -0.0001      2.8576       3      0.1315
  -------------------------------------------------------------------------
