    #         X           Y           Z        CHARGE     ATOM    DISTANCE
  -------------------------------------------------------------------------
    1     -3.6624     -2.8938     -0.0001      0.0024      13      0.6425
    2     -3.6624      2.8939     -0.0001      0.0024       1      0.6426
    3      0.8942      0.0000     -2.6050      0.0187       3      2.6411
    4      0.8942      0.0000      2.6048      0.0186       3      2.6409
    5      3.3244      0.0000     -0.4598      0.0029      10      0.4709
    6      3.3244      0.0000      0.4596      0.0033      10      0.4709
    7      4.5395     -2.1046     -0.4598      0.0029      11      0.5024
    8      4.5395     -2.1046      0.4596      0.0026      11      0.5018
    9      4.5395      2.1046     -0.4598      0.0029      12      0.5019
   10      4.5395      2.1046      0.4596      0.0029      12      0.5022
  -------------------------------------------------------------------------
