    #         X           Y           Z        CHARGE     ATOM    DISTANCE
  -------------------------------------------------------------------------
    1     -4.5737     -3.9461     -0.0001      0.4738      14      0.1623
    2     -3.3586     -2.3676     -0.0001      2.8970      13      0.1125
    3     -4.8775      0.0000     -0.0001      2.9736       5      0.1234
    4     -6.7002      0.0000     -0.0001      0.5529       9      0.1026
    5     -3.3586      2.3677     -0.0001      2.8969       1      0.1125
    6     -4.5737      3.9462     -0.0001      0.4737       6      0.1624
    7     -0.9284     -2.3676     -0.0001      3.0547       4      0.1349
    8     -0.9284      2.3677     -0.0001      3.0545       2      0.1351
    9      0.5905      0.0000     -0.0001      2.8867       3      0.1315
   10      0.2867     -3.9461     -0.0001      0.4504       8      0.1056
   11      0.2867      3.9462     -0.0001      0.4504       7      0.1055
   12      3.3244      0.0000     -0.0001      3.2992      10      0.1021
   13      4.2358     -2.1046     -0.0001      4.0070      11      0.1039
   14      4.2358      2.1046     -0.0001      4.0063      12      0.1039
  -------------------------------------------------------------------------
