   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...       6
     2   ...       9
     3   ...      11
     4   ...       8
     5   ...       2
     6   ...       5
     7   ...      10
     8   ...       7
     9   ...       1
    10   ...      12
    11   ...      13
    12   ...      14
    13   ...       4
    14   ...       3
  ------------------------------------------------------------------------
