   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...       8
     2   ...      13
     3   ...      14
     4   ...      11
     5   ...       3
     6   ...       7
     7   ...      12
     8   ...      10
     9   ...       9
    10   ...       5
    11   ...       4
    12   ...       6
    13   ...       2
    14   ...       1
  ------------------------------------------------------------------------
