   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...       5    6
     2   ...       8
     3   ...       9
     5   ...       3
     6   ...       1
     8   ...       7
    11   ...       2   11
    12   ...      10
    13   ...       4
  ------------------------------------------------------------------------
