   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...       5
     2   ...       8
     3   ...       9
     4   ...       7
     5   ...       3
     6   ...       6
     7   ...      10
     8   ...      11
     9   ...       4
    10   ...      14
    11   ...      12
    12   ...      13
    13   ...       2
    14   ...       1
  ------------------------------------------------------------------------
