    #         X           Y           Z       CHARGE      MIN DIST   ATOMIC VOL
 --------------------------------------------------------------------------------
    1   -3.440719    2.290745    0.000132    0.000854     0.386175   439.246406
    2   -0.808463    2.305674    0.000208    0.012543     0.362969   438.903532
    3    0.458958    0.000038   -0.000019   -0.026311     0.754754   272.082963
    4   -0.808538   -2.305693    0.000057    0.012547     0.362592   439.234160
    5   -4.754154    0.000038    0.000000   -0.011286     0.236642  1458.244187
    6   -4.462683    4.064669   -0.000038    0.000000     0.000000     0.000000
    7    0.260196    4.048304    0.000113    0.000000     0.000000     0.000000
    8    0.260177   -4.048266   -0.000227    0.000000     0.000000     0.000000
    9   -6.802731   -0.000019   -0.000435    0.000000     0.000000     0.000000
   10    3.222361    0.000000   -0.000076    0.017605     0.416544    30.834192
   11    4.338282   -2.087939    0.000208   -0.003315     0.307934   824.147243
   12    4.338358    2.087883   -0.000246   -0.003382     0.307765   824.453381
   13   -3.440719   -2.290726   -0.000113    0.000745     0.385984   438.928023
   14   -4.462815   -4.064555   -0.000246    0.000000     0.000000     0.000000
 --------------------------------------------------------------------------------
    VACUUM CHARGE:               0.0000
    VACUUM VOLUME:               0.0000
    NUMBER OF ELECTRONS:        -0.0000
