   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...       7
     2   ...      11
     3   ...      10
     4   ...       9
     5   ...       8
     6   ...       5
     7   ...      12
     8   ...      13
     9   ...       3
    10   ...      14
    11   ...       2
    12   ...       4
    13   ...       6
    14   ...       1
  ------------------------------------------------------------------------
