   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...       6
     2   ...       3    8
     3   ...      11
     4   ...       1    7
     5   ...       4
    10   ...       2   12
    11   ...       9
    12   ...      10
    13   ...       5
  ------------------------------------------------------------------------
