   Atom                     Volume(s)
  ------------------------------------------------------------------------
     1   ...       5
     2   ...       8
     3   ...       9
     4   ...       7
     5   ...       3
     6   ...       6
     7   ...      11
     8   ...      10
     9   ...       2
    10   ...      12
    11   ...      13
    12   ...      14
    13   ...       4
    14   ...       1
  ------------------------------------------------------------------------
