    #         X           Y           Z        CHARGE     ATOM    DISTANCE
  -------------------------------------------------------------------------
    1      4.2358     -2.1046      0.3064      0.0055      11      0.3233
    2     -4.8775      0.0000     -0.4598      0.0103       5      0.4761
    3     -4.8775      0.0000      0.4596      0.0235       5      0.4759
    4      4.2358      2.1046     -0.3066      0.0027      12      0.3235
    5      4.2358      2.1046      0.3064      0.0075      12      0.3237
    6     -3.6624     -1.8415     -0.4598      0.0011      13      0.6799
    7     -3.6624      1.8416     -0.4598      0.0011       1      0.6800
    8      0.5905      0.0000     -0.4598      0.0059       3      0.4782
    9      0.5905      0.0000      0.4596      0.0135       3      0.4780
  -------------------------------------------------------------------------
