 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:   -0.000000   -0.000000    0.222615 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1      0.000000     -0.000000     -0.347016      5.2066      238.13
     2      0.000000     -0.000000      0.389567      5.4217      228.68
     3      0.000000      0.000000      0.580988      6.0647      204.44
     4     -0.000000     -0.000000     -0.836990      6.2138      199.53
     5     -0.000000     -0.000000     -1.494249      7.8217      158.51
     6      0.000000     -0.000000     -1.324449      9.3198      133.03
     7      0.000000      0.000000     -0.050978      9.6952      127.88
     8     -0.000000      0.000000     -1.160427     10.0776      123.03
     9     -0.000000     -0.000000     -0.598569     10.5318      117.72
    10      0.000000     -0.000000     -2.868802     11.4442      108.34
    11     -0.000000      0.000000      0.590882     12.2064      101.57
    12     -0.000000     -0.000000      1.913344     14.2323       87.11
    13     -0.000000      0.000000      1.777461     14.3094       86.65
    14      0.000000     -0.000000      2.696816     14.4875       85.58
    15     -0.000000     -0.000000      1.636313     15.1094       82.06
    16     -0.000000     -0.000000      2.000437     15.1838       81.66
    17      0.000000     -0.000000     -0.421924     15.3518       80.76
    18      0.000000     -0.000000      0.004490     15.4545       80.23
    19     -0.000000     -0.000000      0.777255     16.0469       77.26
    20     -0.000000     -0.000000     -1.035616     16.0469       77.26
    21     -0.000000     -0.000000      0.659463     16.8974       73.37
    22     -0.000000      0.000000      0.816833     17.5431       70.67
    23      0.000000      0.000000      3.344326     17.6112       70.40
    24      0.000000     -0.000000      1.376879     18.1487       68.32
    25     -0.000000      0.000000     -1.640895     18.1888       68.17
    26      0.000000      0.000000      0.635392     18.4134       67.33
    27     -0.000000     -0.000000      0.703333     18.4948       67.04
    28     -0.000000      0.000000      0.643043     18.5459       66.85
    29     -0.000000     -0.000000      1.775428     18.6531       66.47
    30      0.000000     -0.000000      0.229548     18.7011       66.30
