 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:   -0.000000    0.000000    0.652357 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1      0.000000      0.000000     -1.129063      4.4524      278.47
     2     -0.000000      0.000000      0.210648      4.8335      256.51
     3     -0.000000      0.000000      1.364443      5.5303      224.19
     4     -0.000000     -0.000000     -1.103252      5.7663      215.02
     5     -0.000000      0.000000     -1.628269      8.4668      146.44
     6     -0.000000     -0.000000     -0.841709      8.7675      141.41
     7     -0.000000      0.000000     -0.794238      8.9622      138.34
     8     -0.000000     -0.000000      0.112105      9.4255      131.54
     9      0.000000      0.000000      0.264763      9.9488      124.62
    10     -0.000000     -0.000000     -2.782788     10.2104      121.43
    11      0.000000      0.000000      0.725867     12.4545       99.55
    12     -0.000000      0.000000      1.351023     12.8829       96.24
    13     -0.000000      0.000000      2.326573     13.4252       92.35
    14      0.000000      0.000000      1.664764     13.7338       90.28
    15     -0.000000     -0.000000      1.304881     14.1344       87.72
    16      0.000000      0.000000      3.125484     14.3487       86.41
    17      0.000000      0.000000     -1.292361     15.0783       82.23
    18     -0.000000      0.000000      0.344382     15.3433       80.81
    19     -0.000000     -0.000000     -0.751546     16.0504       77.25
    20     -0.000000      0.000000      1.995989     16.0805       77.10
    21     -0.000000     -0.000000      3.161907     16.5235       75.04
    22     -0.000000      0.000000      0.828495     17.0112       72.88
    23     -0.000000      0.000000      1.552067     17.3350       71.52
    24     -0.000000      0.000000      0.957417     17.5354       70.71
    25      0.000000      0.000000      2.451809     18.4677       67.14
    26     -0.000000     -0.000000      0.628146     18.6339       66.54
    27     -0.000000     -0.000000     -0.616806     19.0099       65.22
    28     -0.000000      0.000000      0.239836     19.0122       65.21
    29      0.000000      0.000000     -1.246258     19.0334       65.14
    30     -0.000000      0.000000     -0.304590     19.4512       63.74
