 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000   -0.000000   -1.100586 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1      0.000000     -0.000000     -0.081275      3.5373      350.51
     2      0.000000     -0.000000      2.294729      6.9264      179.00
     3     -0.000000     -0.000000     -0.442689      7.6805      161.43
     4      0.000000      0.000000      0.881996      7.9365      156.22
     5      0.000000     -0.000000      0.158146      8.2833      149.68
     6      0.000000     -0.000000      0.741026      8.4567      146.61
     7     -0.000000      0.000000      0.003067      8.5631      144.79
     8      0.000000     -0.000000     -1.733648      9.3786      132.20
     9     -0.000000     -0.000000      2.382185      9.8011      126.50
    10      0.000000      0.000000      2.237143     10.3029      120.34
    11     -0.000000     -0.000000     -0.604953     10.6428      116.50
    12      0.000000      0.000000      0.916894     10.7927      114.88
    13      0.000000      0.000000      1.064987     11.4725      108.07
    14      0.000000     -0.000000     -3.378582     11.5094      107.72
    15      0.000000      0.000000      1.962554     11.5350      107.49
    16     -0.000000      0.000000      0.551283     12.1202      102.30
    17      0.000000     -0.000000     -1.687515     12.3475      100.41
    18     -0.000000      0.000000      0.212295     12.3977      100.01
    19      0.000000      0.000000      1.289470     12.5597       98.72
    20      0.000000     -0.000000      1.266567     12.6137       98.29
    21      0.000000      0.000000      1.976755     12.9288       95.90
    22      0.000000     -0.000000     -1.191554     13.0732       94.84
    23      0.000000     -0.000000      1.113306     13.0889       94.72
    24      0.000000     -0.000000     -0.493721     13.3067       93.17
    25     -0.000000     -0.000000     -2.351267     13.5443       91.54
    26      0.000000      0.000000     -0.620288     13.9289       89.01
    27      0.000000      0.000000      0.238609     13.9360       88.97
    28      0.000000      0.000000     -0.634103     14.1530       87.60
    29     -0.000000     -0.000000     -3.246547     14.3988       86.11
    30      0.000000      0.000000      2.557618     14.7306       84.17
