 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:   -0.000000    0.000000   -1.584048 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1     -0.000000      0.000000      0.594306      1.5264      812.27
     2     -0.000000      0.000000     -0.354816      3.9966      310.22
     3     -0.000000      0.000000     -0.558489      4.4516      278.52
     4     -0.000000      0.000000      0.263632      4.6225      268.22
     5     -0.000000      0.000000     -0.602205      5.5215      224.55
     6     -0.000000      0.000000      2.621791      6.9361      178.75
     7     -0.000000      0.000000     -2.988544      7.1045      174.52
     8     -0.000000      0.000000      1.897967      7.6036      163.06
     9     -0.000000      0.000000      2.167103      8.0253      154.49
    10     -0.000000      0.000000      1.916658      8.5847      144.42
    11      0.000000     -0.000000      1.380798      8.6212      143.81
    12     -0.000000      0.000000      1.361683      8.6733      142.95
    13     -0.000000      0.000000      1.040548      9.2643      133.83
    14      0.000000     -0.000000      0.465203      9.3430      132.70
    15     -0.000000      0.000000      1.968796      9.5635      129.64
    16      0.000000      0.000000      2.529338     10.0906      122.87
    17     -0.000000      0.000000      0.024555     10.1147      122.58
    18     -0.000000      0.000000     -2.871429     10.6592      116.32
    19      0.000000      0.000000      1.597260     10.6963      115.91
    20     -0.000000      0.000000      0.896993     10.9959      112.75
    21     -0.000000      0.000000      0.277491     11.0032      112.68
    22      0.000000      0.000000      0.445999     11.0590      112.11
    23     -0.000000      0.000000      0.885480     11.5321      107.51
    24     -0.000000      0.000000     -3.130203     11.5435      107.41
    25     -0.000000      0.000000     -1.613510     12.0979      102.48
    26     -0.000000      0.000000     -0.568932     12.2261      101.41
    27     -0.000000      0.000000     -4.112515     12.3941      100.03
    28     -0.000000      0.000000      0.788648     12.4104       99.90
    29     -0.000000      0.000000     -1.033650     12.9626       95.65
    30      0.000000      0.000000     -0.007701     13.0642       94.90
