0  -3113.84352439349
1  -3111.82262439349
2  -3108.66042439349
3  -3108.36132439349
4  -3107.6669243934903
5  -3106.7892243934903
6  -3106.44282439349
7  -3106.29402439349
8  -3105.79532439349
9  -3105.64222439349
10  -3105.2395243934902
11  -3104.75262439349
12  -3104.71362439349
13  -3104.09252439349
14  -3103.63892439349
15  -3103.59552439349
16  -3103.57132439349
17  -3103.1226243934902
18  -3102.56122439349
19  -3102.38602439349
20  -3102.37492439349
21  -3102.20722439349
22  -3102.18272439349
23  -3102.04852439349
24  -3101.81882439349
25  -3101.61292439349
26  -3101.40052439349
27  -3100.95072439349
28  -3100.68202439349
29  -3100.65022439349
30  -3100.37032439349
