0  -56477.79934394861
1  -56474.92544394861
2  -56474.59764394861
3  -56474.494743948606
4  -56474.39274394861
5  -56474.34464394861
6  -56474.13254394861
7  -56474.064143948606
8  -56473.98814394861
9  -56473.82974394861
10  -56473.74804394861
11  -56473.63234394861
12  -56473.52794394861
13  -56473.48734394861
14  -56473.47334394861
15  -56473.45224394861
16  -56473.451543948606
17  -56473.42664394861
18  -56473.37544394861
19  -56473.36674394861
20  -56473.36464394861
