0 0 -0.046774 0.149704 3e-06
0 1 -7.4982951 1.0912177 4.33e-05
0 2 0.5503066 0.4264344 3.84e-05
0 3 1.4850695 1.0135882 7.98e-05
0 4 -1.5969056 -1.8428968 -0.0001296
0 5 1.4422748 2.4169234 0.0001898
0 6 0.6744839 0.9743544 8.3e-05
0 7 0.0840709 0.1719843 1.92e-05
0 8 -1.6057823 -0.2543636 -3.65e-05
0 9 0.6961753 -0.2611597 -2.24e-05
0 10 -1.6784425 0.7772083 2.65e-05
0 11 0.1091467 0.1686665 2.93e-05
0 12 0.1916243 0.056081 1.32e-05
0 13 -0.0026447 -0.0110442 4.31e-05
0 14 -0.7209054 0.2937653 -1.24e-05
0 15 0.0006678 0.0088409 2.02e-05
0 16 0.0182494 0.0028035 -1.4e-06
0 17 0.4264965 -0.1205163 3.45e-05
0 18 0.0076583 -0.01603 -1.85e-05
0 19 -0.003394 -0.0001958 0.0006641
0 20 0.3948667 0.0834577 2.99e-05
1 1 -1.420794 0.533365 1.9e-05
1 2 5.4552107 -1.021937 -5.06e-05
1 3 -4.863321 1.0820077 5.4e-05
1 4 9.0295252 -2.4386319 -0.0001092
1 5 9.0829992 -2.5712155 -0.0001223
1 6 -2.2516782 0.4904549 2.6e-05
1 7 -0.1663636 0.5270414 2.95e-05
1 8 0.2163557 -0.0736018 -2.9e-06
1 9 0.1857448 -0.0977391 -4.47e-05
1 10 0.0510777 -0.0857249 -2.51e-05
1 11 0.3456413 0.1550905 1.44e-05
1 12 0.9383736 0.92654 5.79e-05
1 13 0.0024836 0.0109792 -2.08e-05
1 14 -0.0031056 0.2388715 2.44e-05
1 15 -0.0409713 -0.151588 9.92e-05
1 16 0.0393727 0.1137105 -9.78e-05
1 17 0.1345901 -0.330088 -1.71e-05
1 18 0.0050399 -0.0145442 -2.51e-05
1 19 -0.0111279 -0.0020152 -9.52e-05
1 20 0.3333097 0.5111055 3.66e-05
2 2 23.674846 3.17962 0.000248
2 3 13.4248444 1.5957308 0.0001326
2 4 2.8483037 -0.7895636 -4.81e-05
2 5 -5.546044 -0.098345 -1.96e-05
2 6 -7.2236276 0.3390012 -6.3e-06
2 7 6.0923567 -0.778529 -2.99e-05
