0  -3116.7125078209206
1  -3113.0894078209208
2  -3109.7972078209204
3  -3109.0344078209205
4  -3108.7931078209203
5  -3108.2757078209206
6  -3108.2672078209207
7  -3107.9616078209206
8  -3107.1978078209204
9  -3106.7896078209205
10  -3106.4003078209207
11  -3105.9419078209207
12  -3105.8065078209206
13  -3105.222507820921
14  -3105.1500078209206
15  -3105.0863078209204
16  -3104.5270078209205
17  -3104.3736078209204
18  -3104.2627078209207
19  -3104.0973078209204
20  -3104.0425078209205
21  -3103.6687078209206
22  -3103.6599078209206
23  -3103.5682078209206
24  -3103.2848078209204
25  -3103.1118078209206
26  -3102.7381078209205
27  -3102.6275078209205
28  -3102.5116078209207
29  -3102.2182078209207
30  -3101.9111078209207
