0  -3107.0805413530366
1  -3101.5441413530366
2  -3101.2248413530365
3  -3100.4319413530366
4  -3100.2946413530367
5  -3099.4819413530367
6  -3097.1969413530364
7  -3096.9437413530363
8  -3096.0354413530367
9  -3095.8692413530366
10  -3094.9407413530366
11  -3094.6495413530365
12  -3093.7505413530366
13  -3093.3664413530364
14  -3092.6603413530365
15  -3092.6439413530366
16  -3092.3524413530367
17  -3092.124941353037
18  -3091.7423413530364
19  -3091.7408413530366
20  -3091.5266413530367
21  -3091.4515413530366
22  -3091.4504413530367
23  -3091.3866413530363
24  -3091.2999413530365
25  -3091.0200413530365
26  -3090.6349413530365
27  -3090.6296413530367
28  -3090.2751413530364
29  -3090.1459413530365
30  -3090.1130413530364
