 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:    0.000000   -0.000000   -0.179256 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1      0.000000      0.000000      0.159711      5.5364      223.94
     2     -0.000000      0.000000      0.407510      5.8557      211.73
     3     -0.000000      0.000000     -0.060644      6.6486      186.48
     4      0.000000     -0.000000     -0.548539      6.7859      182.71
     5      0.000000      0.000000     -1.032685      7.5986      163.17
     6     -0.000000      0.000000      0.672043      9.8836      125.44
     7      0.000000     -0.000000     -2.433064     10.1368      122.31
     8      0.000000      0.000000     -1.437729     11.0451      112.25
     9     -0.000000      0.000000     -1.202229     11.2113      110.59
    10      0.000000      0.000000      0.520087     12.1398      102.13
    11      0.000000     -0.000000     -2.768054     12.4310       99.74
    12      0.000000     -0.000000      1.950051     13.3300       93.01
    13     -0.000000      0.000000      2.113729     13.7141       90.41
    14     -0.000000      0.000000      1.860072     14.4202       85.98
    15      0.000000     -0.000000      1.365669     14.4366       85.88
    16     -0.000000      0.000000      1.244012     14.7281       84.18
    17      0.000000     -0.000000      1.742453     14.9556       82.90
    18      0.000000      0.000000      0.641744     15.3382       80.83
    19      0.000000      0.000000      1.022190     15.3397       80.83
    20      0.000000     -0.000000      0.755787     15.5539       79.71
    21      0.000000      0.000000      0.534176     15.6290       79.33
    22      0.000000     -0.000000      0.710884     15.6301       79.32
    23     -0.000000      0.000000      0.211841     15.6939       79.00
    24      0.000000     -0.000000      0.553429     15.7806       78.57
    25     -0.000000      0.000000      1.029507     16.0605       77.20
    26      0.000000      0.000000     -0.261721     16.4456       75.39
    27      0.000000     -0.000000     -0.789903     16.4509       75.37
    28      0.000000      0.000000      0.294876     16.8054       73.78
    29     -0.000000     -0.000000      2.557301     16.9346       73.21
    30     -0.000000      0.000000      0.524804     16.9675       73.07
