0  -3113.741589101309
1  -3111.7581891013087
2  -3108.646089101309
3  -3108.3327891013087
4  -3107.660089101309
5  -3106.6983891013087
6  -3106.459889101309
7  -3106.2275891013087
8  -3105.694189101309
9  -3105.592389101309
10  -3105.137989101309
11  -3104.7005891013087
12  -3104.647189101309
13  -3104.0276891013086
14  -3103.579789101309
15  -3103.5784891013086
16  -3103.485789101309
17  -3103.062389101309
18  -3102.508489101309
19  -3102.3118891013087
20  -3102.307989101309
21  -3102.131289101309
22  -3102.1106891013087
23  -3101.9982891013087
24  -3101.749889101309
25  -3101.519489101309
26  -3101.3291891013087
27  -3100.8860891013087
28  -3100.6198891013087
29  -3100.566989101309
30  -3100.2902891013086
