 Note: The dipole moments shown below include both nuclear charge and electronic contributions
 Ground state dipole moment in X,Y,Z:   -0.000000    0.000000    0.530917 a.u.

 Excited state dipole moments (a.u.):
  State         X             Y             Z        exc.(eV)    exc.(nm)
     1      0.000000      0.000000     -0.893956      4.6813      264.85
     2     -0.000000      0.000000      0.294267      5.0303      246.47
     3     -0.000000      0.000000      1.134804      5.6657      218.83
     4     -0.000000     -0.000000     -1.017074      5.8534      211.82
     5      0.000000      0.000000     -1.624117      8.2589      150.12
     6     -0.000000      0.000000     -1.158546      8.8947      139.39
     7     -0.000000      0.000000     -0.911557      9.3024      133.28
     8     -0.000000     -0.000000      0.229698      9.4784      130.81
     9      0.000000      0.000000      0.024623     10.0642      123.19
    10     -0.000000      0.000000     -2.844040     10.5884      117.09
    11      0.000000     -0.000000      0.737522     12.3397      100.48
    12      0.000000      0.000000      1.226320     13.7256       90.33
    13     -0.000000     -0.000000      1.744333     13.8664       89.41
    14     -0.000000      0.000000      2.302743     14.2225       87.17
    15     -0.000000     -0.000000      1.267893     14.8459       83.51
    16      0.000000      0.000000      2.338331     15.0148       82.57
    17      0.000000      0.000000     -0.407626     15.3328       80.86
    18     -0.000000      0.000000      0.463104     15.5051       79.96
    19     -0.000000     -0.000000     -0.661030     16.1264       76.88
    20     -0.000000      0.000000      1.768916     16.1576       76.73
    21      0.000000      0.000000      3.043384     17.3110       71.62
    22      0.000000      0.000000      0.733337     17.5071       70.82
    23     -0.000000     -0.000000      0.759656     18.1661       68.25
    24     -0.000000      0.000000      1.324104     18.2208       68.05
    25      0.000000      0.000000      0.601361     18.7825       66.01
    26      0.000000      0.000000     -1.401579     18.8134       65.90
    27     -0.000000     -0.000000      0.310627     19.1247       64.83
    28      0.000000      0.000000      2.257394     19.2084       64.55
    29     -0.000000      0.000000     -1.128958     19.6884       62.97
    30     -0.000000      0.000000     -0.520190     19.7283       62.85
